customer,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,cls
25,1,0,2,1,0,0,0,1,1,1,3,3,3,1,0,40.0,60.0,6,15.0,78.0,1.0,28.0,0.0,2380.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,4,106.7,0,1
51,2,0,2,1,0,0,0,1,1,1,1,1,1,3,0,55.0,55.0,10,16.3,100.0,1.0,30.9,0.0,1650.0,58.8,41.2,0.0,0.0,2.4,1.0,40.0,4,106.7,0,1
61,1,0,2,1,0,0,0,1,1,2,3,2,2,1,0,40.0,55.0,16,15.5,92.0,0.8,22.0,9.6,1550.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,4,106.7,0,1
61,1,0,2,1,0,0,0,1,1,2,3,2,2,1,0,40.0,52.0,20,16.0,86.0,0.8,26.0,9.6,1975.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,4,100.0,0,1
31,2,0,2,1,0,2,1,1,1,2,2,4,3,0,0,42.5,52.0,15,13.9,76.0,0.6,25.0,0.0,1800.0,50.0,50.0,0.0,0.0,2.5,0.9,40.0,4,106.7,0,1
63,2,0,2,1,0,2,2,1,1,2,2,4,3,1,0,50.0,56.0,8,15.2,76.0,0.6,25.0,3.4,1760.0,56.8,39.8,2.0,0.0,2.5,0.8,34.0,4,103.1,0,1
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,45.0,57.0,8,14.0,76.0,0.8,20.0,3.4,1800.0,56.2,40.4,2.0,0.0,2.0,0.8,34.0,4,103.1,0,1
62,1,0,1,1,0,0,0,1,1,1,2,5,3,1,0,47.0,67.0,15,16.0,74.0,0.8,38.0,0.0,1900.0,58.8,41.2,2.0,0.0,2.5,1.1,33.0,4,103.1,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,0,47.0,67.0,12,16.0,82.0,0.6,30.0,1.5,1900.0,50.5,34.3,0.0,0.0,2.5,1.1,33.0,4,103.1,0,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,50.0,52.0,10,17.0,69.0,0.8,30.9,0.0,1700.0,58.8,41.2,0.0,0.0,2.2,0.9,40.0,4,106.7,0,0
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,50.0,55.0,6,13.3,74.0,0.6,30.9,4.8,1635.0,59.5,35.7,1.0,0.0,3.0,2.0,40.0,4,100.0,0,0
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,50.0,55.0,6,13.9,70.0,0.6,47.0,10.2,1635.0,51.0,38.8,0.0,0.0,3.0,1.0,40.0,4,100.0,0,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,50.0,52.0,8,15.6,71.0,0.8,30.9,20.6,1700.0,46.7,32.7,0.0,0.0,2.5,0.6,40.0,4,106.7,0,0
4,1,0,2,1,0,0,0,1,1,2,3,2,3,1,1,30.0,63.0,10,13.0,94.0,1.0,29.0,0.0,1800.0,56.2,43.8,0.0,0.0,2.5,1.0,30.0,4,110.0,0,1
67,1,0,2,1,0,0,0,1,1,2,3,2,3,1,1,50.0,60.0,8,13.6,86.0,1.1,28.0,0.0,1500.0,64.1,35.9,0.0,0.0,2.5,1.0,33.0,4,106.4,0,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,55.0,53.0,10,14.2,72.0,0.6,25.0,22.7,1750.0,45.5,31.8,1.0,0.0,2.4,0.9,34.0,4,103.1,0,1
67,1,0,2,1,0,0,0,1,1,1,3,2,3,1,0,35.0,56.0,10,15.3,80.0,0.8,20.0,0.0,1900.0,76.9,23.1,0.0,0.0,2.5,1.2,33.0,4,106.7,0,1
33,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,55.0,56.0,6,15.0,84.0,0.6,25.0,16.7,1850.0,52.1,31.3,4.0,0.0,2.0,0.6,34.0,4,103.1,0,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,0,55.0,49.0,3,15.0,78.0,0.6,20.0,17.1,1900.0,47.6,35.2,0.0,0.0,2.5,0.8,34.0,4,106.4,0,1
51,2,0,2,1,0,2,2,1,1,2,0,0,1,3,0,50.0,50.0,3,15.7,90.0,0.8,50.0,0.0,1420.0,62.5,37.5,0.0,0.0,3.0,1.4,40.0,4,106.4,0,0
51,2,0,2,1,0,2,2,1,1,2,0,0,1,3,0,50.0,50.0,3,15.5,74.0,0.8,58.0,4.8,1420.0,59.5,35.7,3.0,0.0,3.0,1.0,40.0,4,106.4,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,1,35.0,56.0,6,16.0,82.0,0.6,28.0,5.6,2100.0,56.2,38.2,0.0,0.0,1.7,0.4,30.0,4,103.1,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,1,35.0,56.0,3,15.0,80.0,0.8,40.0,8.6,2100.0,53.8,37.6,8.0,0.0,1.7,1.0,30.0,4,100.0,0,0
4,1,0,2,1,0,0,0,1,1,2,2,5,3,1,1,40.0,50.0,3,16.0,68.0,0.8,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,2.5,1.5,33.0,4,103.1,0,0
4,1,0,2,1,0,0,0,1,1,2,2,5,3,1,1,40.0,50.0,6,16.0,70.0,0.6,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,1.5,0.5,33.0,4,103.1,0,0
46,1,0,2,1,0,2,0,1,1,2,2,6,3,0,0,45.0,59.0,6,14.2,80.0,1.0,20.0,5.6,1823.4,55.6,38.9,0.0,0.0,2.0,2.5,33.0,4,106.4,0,0
46,1,0,2,1,0,2,0,1,1,2,2,6,3,0,1,37.5,59.0,6,16.0,75.0,0.8,20.0,4.3,1823.4,54.3,41.3,0.0,0.0,2.5,1.5,33.0,4,106.4,0,0
9,1,0,2,1,0,2,0,1,1,2,3,3,1,3,1,40.0,54.0,3,15.8,76.0,0.5,38.0,5.6,1736.0,55.6,38.9,0.0,0.0,2.5,1.5,35.0,4,103.1,0,0
9,1,0,2,1,0,2,1,1,1,2,3,3,1,3,1,40.0,54.0,3,15.4,78.0,0.5,34.0,5.7,1736.0,56.8,36.9,0.0,0.0,2.5,1.1,35.0,4,103.1,0,0
33,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,55.0,45.0,8,15.5,79.0,0.6,20.0,16.7,1850.0,54.3,34.3,4.0,0.0,2.5,1.0,34.0,4,100.0,0,0
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,0,52.0,64.0,15,15.5,82.0,0.6,30.0,0.0,1800.0,71.4,28.6,4.0,0.0,2.5,0.9,34.0,4,103.1,0,1
25,1,0,2,1,0,0,0,1,1,1,3,3,3,1,0,40.0,56.0,6,16.5,79.0,0.5,28.0,0.0,2300.0,60.2,39.8,0.0,0.0,2.5,1.5,30.0,4,106.4,0,1
25,1,0,2,1,0,0,0,1,1,2,2,5,3,1,0,45.0,54.0,12,15.5,76.0,0.8,30.0,5.6,2250.0,55.6,38.9,2.0,0.0,2.5,1.3,30.0,4,106.4,0,0
46,1,0,2,1,0,2,0,1,1,2,2,7,3,4,0,47.5,68.0,15,16.0,80.0,0.8,30.0,0.0,2250.0,58.8,41.2,0.0,0.0,1.5,1.0,35.0,4,106.4,0,0
46,1,0,2,1,0,2,0,1,1,2,2,7,3,4,0,47.5,68.0,13,16.0,80.0,0.8,30.0,0.0,2250.0,52.1,47.9,0.0,0.0,1.5,0.8,35.0,4,106.4,0,0
25,1,0,2,1,0,0,0,1,1,2,2,5,3,1,0,45.0,54.0,14,15.5,74.0,0.6,40.0,10.5,2250.0,52.6,36.8,2.0,0.0,2.5,1.8,30.0,4,106.4,0,0
46,1,0,2,1,0,2,0,1,1,1,2,6,3,1,1,37.5,70.0,12,14.9,64.0,0.8,28.0,3.4,1500.0,57.5,39.1,0.0,0.0,2.5,1.0,40.0,4,106.9,0,0
46,1,0,2,1,0,2,0,1,1,2,2,6,3,1,1,37.5,70.0,15,15.0,65.0,0.8,25.0,5.4,1500.0,54.3,40.2,0.0,0.0,2.3,0.9,40.0,4,106.7,0,0
67,1,0,2,1,0,0,0,1,1,2,2,5,3,1,1,47.5,60.0,15,14.5,74.0,0.8,20.0,8.6,1600.0,53.8,37.6,0.0,0.0,2.0,1.5,35.0,4,110.0,0,0
57,1,0,2,0,0,0,0,1,1,2,2,7,3,1,0,40.0,62.0,10,16.0,84.0,0.9,28.0,0.0,2200.0,58.8,41.2,4.0,0.0,2.5,0.6,30.0,4,106.4,0,0
57,1,0,2,1,0,0,0,1,1,2,2,7,3,1,0,40.0,62.0,8,16.0,84.0,0.9,32.0,0.0,2200.0,58.8,41.2,4.0,0.0,1.4,1.0,30.0,4,106.4,0,0
25,1,0,2,1,0,0,0,1,1,2,3,3,3,1,0,40.0,64.0,3,15.5,85.0,1.0,26.0,0.0,2400.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,4,103.1,0,0
25,1,0,2,1,0,0,0,1,1,2,3,3,3,1,0,40.0,64.0,6,15.0,82.0,0.8,31.0,0.0,2400.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,4,106.7,0,0
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,50.0,69.0,14,17.0,82.0,0.8,50.0,0.0,1700.0,62.5,37.5,0.0,0.0,3.0,1.0,40.0,4,106.4,0,1
67,1,0,2,1,0,0,0,1,1,1,2,5,3,1,1,50.0,60.0,15,16.0,76.0,0.6,28.0,5.6,1600.0,55.6,38.9,0.0,0.0,1.0,0.5,35.0,4,110.0,0,0
38,1,0,2,1,0,0,0,1,1,2,3,2,3,0,0,50.0,62.0,15,15.4,98.0,0.8,25.0,10.6,1750.0,48.1,41.3,0.0,0.0,2.8,1.3,33.0,4,110.0,0,0
38,1,0,2,1,0,0,0,1,1,2,3,2,3,0,1,50.0,62.0,15,14.9,96.0,0.8,26.0,11.0,1950.0,50.0,39.0,0.0,0.0,2.8,0.8,33.0,4,110.0,0,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,50.0,68.0,14,13.4,70.0,0.7,30.9,20.4,1700.0,46.3,33.3,0.0,0.0,2.5,1.0,40.0,4,106.4,0,1
46,1,0,2,1,0,2,0,1,1,2,3,2,3,4,1,35.0,68.0,15,15.1,90.0,0.9,30.0,6.0,1500.0,59.5,34.5,1.0,0.0,2.5,1.0,35.0,4,106.9,0,1
67,1,0,2,1,0,0,0,1,1,2,3,3,3,0,0,45.0,56.0,10,16.0,84.0,0.2,30.0,5.3,2244.0,52.6,42.1,5.0,0.0,3.0,0.8,30.0,4,110.0,0,0
67,1,0,2,1,0,0,0,1,1,2,3,3,3,0,2,32.5,56.0,14,15.0,79.0,0.3,28.0,5.3,2244.0,52.6,42.1,0.0,0.0,1.8,0.5,30.0,4,106.4,0,0
4,1,0,2,1,0,0,0,1,1,2,2,7,3,1,0,40.0,56.0,10,17.0,82.0,0.8,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,4,103.2,0,0
67,1,0,2,1,0,0,0,1,1,2,2,7,3,1,0,30.0,56.0,9,17.0,72.0,0.8,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,4,103.2,0,0
67,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,30.0,69.0,10,16.0,98.0,0.8,35.0,0.0,2050.0,62.5,37.5,0.0,0.0,2.8,1.0,33.0,4,100.0,0,0
57,1,0,2,1,0,0,0,1,1,2,2,6,3,1,0,45.0,69.0,8,15.6,72.0,0.8,21.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.8,1.1,30.0,4,103.2,0,0
57,1,0,2,1,0,0,0,1,1,2,2,6,3,1,0,45.0,69.0,8,16.1,76.0,0.8,22.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.7,0.7,30.0,4,103.2,0,0
67,1,0,2,1,0,0,0,1,1,1,3,2,3,1,0,32.5,69.0,3,15.5,94.0,0.8,30.0,0.5,2050.0,52.6,42.1,0.0,0.0,2.5,1.0,33.0,4,100.0,0,0
67,1,0,2,1,0,0,0,1,1,1,2,5,3,1,0,45.0,66.0,3,15.0,82.0,0.8,30.0,7.0,1900.0,58.1,34.9,5.0,0.0,2.5,0.9,30.0,4,103.1,0,1
49,2,0,2,1,0,2,2,1,1,1,3,3,1,3,0,45.0,65.0,10,16.3,78.0,0.8,32.0,3.4,1700.0,56.8,39.8,4.0,0.0,2.5,1.0,34.0,4,106.4,0,1
60,2,0,2,1,0,2,2,1,1,2,3,3,2,3,0,40.0,68.0,10,14.0,88.0,0.8,32.0,0.0,1742.0,60.0,40.0,3.0,0.0,2.5,1.0,40.0,4,103.1,0,1
67,1,0,2,1,0,2,0,1,1,2,2,5,3,1,0,40.0,64.0,3,16.5,82.0,0.6,30.0,2.3,1900.0,57.5,40.2,0.0,0.0,1.3,0.8,30.0,4,106.4,0,1
16,2,0,2,1,0,2,1,1,1,2,3,2,1,3,0,40.0,65.0,8,16.2,79.0,0.6,30.0,0.0,1500.0,62.5,37.5,4.0,0.0,2.5,1.0,38.0,4,106.4,0,1
34,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,50.0,66.0,6,16.0,87.0,1.0,30.9,11.1,1530.0,55.6,33.3,0.0,0.0,2.5,1.0,34.0,4,100.0,0,1
46,1,0,2,1,0,2,0,1,1,2,3,2,3,3,1,35.0,62.0,15,14.5,94.0,1.0,35.0,0.0,1900.0,63.3,36.7,0.0,0.0,2.5,1.0,35.0,4,106.9,0,1
25,1,0,2,1,0,0,0,1,1,1,2,5,3,1,0,40.0,62.0,20,16.0,80.0,0.8,40.0,0.0,2250.0,62.5,37.5,0.0,0.0,2.5,0.7,30.0,4,110.0,0,1
46,1,0,2,1,0,2,0,1,1,2,2,6,3,3,0,42.5,58.0,15,15.0,76.0,1.0,20.0,5.4,2000.0,54.3,40.2,0.0,0.0,2.5,1.0,35.0,4,103.3,0,1
51,2,0,2,1,0,0,0,1,1,2,1,1,1,3,0,50.0,64.0,6,18.0,64.0,1.0,30.9,0.0,1300.0,62.5,37.5,0.0,0.0,3.0,1.0,40.0,4,106.4,0,1
51,2,0,2,1,0,0,0,1,1,2,1,1,1,0,0,50.0,64.0,3,16.0,86.0,0.8,30.9,0.0,1300.0,58.8,41.1,0.0,0.0,2.5,1.0,40.0,4,106.4,0,1
49,2,0,2,1,0,2,2,1,1,2,3,3,1,1,0,60.0,66.0,3,14.5,85.0,0.2,30.9,0.0,1823.4,62.2,37.8,0.0,0.0,2.5,1.0,34.0,4,106.4,0,1
67,1,0,2,1,0,0,0,1,1,1,2,5,3,1,0,40.0,64.0,6,15.4,88.0,0.6,24.0,4.4,1835.0,55.5,40.0,2.0,0.0,2.0,1.3,30.0,4,106.4,0,0
67,1,0,2,1,0,0,0,1,1,1,2,5,3,1,0,40.0,64.0,3,16.0,76.0,0.8,23.0,4.8,1835.0,59.5,35.7,3.0,0.0,2.0,0.7,30.0,4,106.4,0,0
51,2,0,2,1,0,2,2,1,1,2,3,3,1,3,0,47.5,63.0,10,16.4,84.0,0.5,27.0,20.7,1800.0,41.3,38.0,5.0,0.0,2.6,0.3,40.0,1,96.7,0,1
51,2,0,2,1,0,2,2,1,3,2,3,3,1,3,0,50.0,50.0,10,14.5,84.0,0.2,24.0,20.7,1500.0,41.3,38.0,0.0,0.0,3.0,0.6,40.0,1,103.3,0,1
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,50.0,48.0,6,13.0,80.0,1.0,30.9,18.9,1700.0,47.2,34.0,0.0,0.0,2.7,0.6,40.0,1,100.0,0,1
5,2,0,2,1,0,2,2,1,3,2,3,2,1,3,1,52.0,54.0,18,16.0,82.0,0.9,22.0,15.8,900.0,49.5,34.7,0.0,0.0,2.5,1.0,50.0,4,96.7,0,1
61,1,0,2,1,0,0,0,1,1,1,2,6,2,1,0,40.0,41.0,6,14.0,79.0,0.8,20.0,0.0,1530.0,61.7,38.3,5.0,0.0,3.1,1.8,33.0,1,96.9,0,0
67,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,45.0,42.0,6,15.0,76.0,0.8,30.0,0.0,2220.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,2,100.0,0,0
67,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,45.0,42.0,6,16.0,84.0,0.6,28.0,0.0,2220.0,54.3,45.7,0.0,0.0,2.5,1.0,30.0,2,100.0,0,0
52,2,0,2,1,0,2,2,1,1,2,0,0,1,3,1,55.0,54.0,8,15.0,70.0,0.6,60.0,3.4,1600.0,56.8,39.8,0.0,0.0,1.0,0.4,45.0,4,103.3,0,0
52,2,0,2,1,0,2,1,1,1,1,0,0,1,3,1,57.5,54.0,8,15.5,80.0,0.6,55.0,0.0,1600.0,62.5,37.5,0.0,0.0,3.0,0.5,45.0,4,103.3,0,0
51,1,0,2,1,0,0,0,1,1,2,1,1,1,3,0,40.0,54.0,6,15.6,89.0,1.0,30.9,1.2,1700.0,58.1,40.7,0.0,0.0,2.5,0.6,40.0,1,103.3,0,0
25,1,0,2,1,0,0,0,1,1,2,3,2,3,3,0,40.0,38.0,10,16.0,92.0,0.6,25.0,1.1,1900.0,53.8,45.2,0.0,0.0,2.5,1.0,30.0,1,100.0,0,0
41,1,0,2,1,0,2,0,1,1,2,3,2,1,1,1,50.0,60.0,10,14.0,75.0,0.6,33.0,0.0,2000.0,65.2,34.8,0.0,0.0,0.0,0.0,35.0,4,96.9,0,1
11,2,0,2,1,0,2,2,1,3,2,3,3,3,3,0,45.0,49.0,3,16.0,72.0,0.4,38.0,15.0,1650.0,50.0,35.0,0.0,0.0,2.5,0.2,38.0,1,96.9,0,1
27,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,60.0,43.0,14,15.0,94.0,1.0,30.9,9.5,1500.0,52.6,37.9,0.0,4.0,2.5,1.0,40.0,2,100.0,0,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,47.5,41.0,12,18.0,74.0,0.5,30.0,17.7,1900.0,44.2,38.1,2.0,0.0,2.5,1.0,40.0,1,100.0,0,1
27,2,0,2,1,0,2,2,1,1,2,0,0,1,3,0,47.5,52.0,8,14.3,98.0,0.8,55.0,11.7,1600.0,53.2,35.1,0.0,0.0,3.0,1.0,40.0,1,100.0,0,1
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,1,37.5,54.0,10,14.5,80.0,1.0,20.0,10.9,2400.0,54.3,34.8,0.0,0.0,2.5,0.4,30.0,4,103.3,0,0
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,1,52.5,54.0,8,14.6,82.0,0.7,32.0,10.5,2400.0,52.6,36.8,0.0,0.0,2.5,0.5,30.0,4,100.0,0,0
67,1,0,2,1,0,0,0,1,1,2,2,6,3,1,0,45.0,55.0,10,15.0,75.0,0.8,25.0,0.0,2300.0,59.8,40.2,0.0,0.0,2.0,2.3,30.0,1,96.6,0,0
61,1,0,2,1,0,2,0,1,1,1,2,6,3,1,0,40.0,48.0,10,15.0,82.0,1.0,35.0,0.0,1720.0,59.3,40.7,0.0,0.0,1.5,1.5,32.0,1,100.0,0,0
61,1,0,2,1,0,2,0,1,1,1,2,6,3,1,0,40.0,48.0,12,15.0,75.0,1.0,30.0,0.0,1720.0,61.7,38.3,0.0,0.0,2.5,3.0,33.0,1,103.2,0,0
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,50.0,52.0,3,14.0,80.0,0.8,60.0,4.4,1700.0,54.9,40.7,0.0,0.0,2.5,1.0,40.0,1,100.0,0,1
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,55.0,54.0,6,13.2,79.0,1.0,30.9,18.9,1700.0,47.2,34.0,0.0,0.0,2.0,0.6,40.0,1,100.0,0,0
51,1,0,2,1,0,0,0,1,1,2,1,1,1,3,0,40.0,54.0,8,14.4,87.0,1.0,30.9,4.5,1700.0,56.2,39.3,0.0,0.0,2.5,1.0,40.0,1,96.8,0,0
51,2,0,2,1,0,2,2,1,1,2,0,0,1,3,0,72.5,54.0,3,14.5,82.0,0.8,50.0,2.2,1900.0,56.7,41.6,0.0,0.0,3.0,0.9,40.0,1,100.0,0,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,0,47.5,54.0,3,16.1,69.0,1.0,30.9,3.3,1700.0,55.5,41.1,0.0,0.0,2.5,0.9,40.0,0,103.3,0,0
51,2,0,2,1,0,2,2,1,1,2,3,3,1,3,0,60.0,50.0,10,15.0,72.0,0.8,30.0,15.9,1700.0,44.2,39.8,1.0,0.0,3.0,0.5,40.0,1,100.0,0,1
62,1,0,1,1,0,0,0,2,1,2,2,5,3,1,0,50.0,48.0,12,15.8,70.0,0.7,30.0,0.0,1900.0,58.8,41.2,5.0,0.0,2.5,1.2,30.0,1,100.0,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,3,0,50.0,48.0,6,15.5,68.0,0.8,30.0,0.0,1900.0,57.4,42.6,10.0,0.0,1.5,1.0,30.0,1,100.0,0,0
40,1,0,2,1,0,0,0,1,1,2,3,2,1,1,0,40.0,54.0,6,15.0,80.0,0.8,28.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,1,100.0,0,0
40,1,0,2,1,0,0,0,1,1,2,3,2,1,1,0,40.0,54.0,10,15.0,88.0,0.8,28.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,1,100.0,0,0
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,40.0,54.0,12,14.1,80.0,0.7,20.0,24.8,1850.0,41.3,33.9,3.0,0.0,2.5,0.8,40.0,4,103.3,0,0
53,2,0,2,1,0,2,1,1,1,1,0,0,1,3,2,50.0,65.0,20,17.0,100.0,0.6,52.0,5.6,1650.0,55.5,38.9,0.0,0.0,3.0,0.6,45.0,7,103.0,0,1
34,2,0,2,1,0,2,1,1,1,1,2,4,3,3,0,52.5,62.0,16,14.5,95.0,0.8,20.0,0.0,1950.0,58.8,41.2,0.0,0.0,2.0,1.0,38.0,2,100.0,0,1
52,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,50.0,56.0,3,14.3,105.0,0.8,70.0,0.0,1600.0,55.5,44.5,0.0,0.0,3.0,1.0,45.0,2,100.0,0,1
41,1,0,2,1,0,0,0,1,1,0,1,1,1,4,1,47.5,62.0,12,15.0,84.0,0.7,30.9,5.6,1823.4,56.2,38.2,0.0,0.0,2.5,1.0,35.0,4,96.7,0,0
41,1,0,2,1,0,0,0,1,1,0,1,1,1,4,1,47.5,62.0,20,15.0,80.0,0.7,30.9,5.6,1823.4,56.2,38.2,0.0,0.0,2.5,1.0,35.0,4,96.9,0,0
