customer,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,cls
51,2,0,2,1,0,2,2,1,1,2,3,3,1,3,0,60.0,60.0,8,14.0,76.0,0.4,30.0,10.3,1900.0,51.5,38.1,5.0,0.0,2.6,1.1,40.0,4,103.3,0,0
61,1,0,2,1,0,0,0,1,1,1,3,2,2,1,0,40.0,49.0,8,14.0,82.0,0.6,30.0,0.0,2150.0,65.2,34.8,1.0,0.0,2.5,0.9,30.0,4,93.8,1,1
46,1,0,2,1,0,2,0,1,1,1,3,2,3,3,0,55.0,50.0,1,14.0,80.0,0.6,32.0,8.0,2000.0,60.0,32.0,0.0,0.0,2.5,0.9,35.0,4,93.6,1,1
46,1,0,2,1,0,2,0,1,1,2,3,2,3,3,0,55.0,48.0,14,14.5,76.0,0.5,30.0,8.0,2000.0,60.0,32.0,0.0,0.0,2.5,1.0,35.0,4,93.6,1,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,0,55.0,50.0,8,17.0,89.0,1.0,22.0,10.4,1650.0,52.1,37.5,0.8,0.0,2.5,1.1,34.0,4,93.6,1,1
46,1,0,2,1,0,2,2,1,1,2,3,3,3,2,1,55.0,50.0,3,17.0,78.0,0.2,32.0,9.7,1900.0,52.2,38.1,0.0,0.0,3.0,0.9,35.0,4,97.0,1,1
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,0,42.5,48.0,3,16.0,70.0,0.8,35.0,0.0,2050.0,66.7,33.3,2.0,0.0,1.7,1.0,30.0,4,93.6,1,0
62,1,0,1,1,0,0,0,1,1,1,2,5,3,1,0,42.5,48.0,3,15.0,76.0,0.9,30.0,3.6,2050.0,60.2,36.2,0.0,0.0,2.5,1.0,30.0,4,93.6,1,0
66,1,0,2,1,0,0,0,1,1,1,2,6,3,2,1,35.0,48.0,6,14.5,76.0,0.8,20.0,0.0,2225.0,62.5,37.5,4.0,0.0,2.7,1.2,33.0,4,106.2,1,0
66,1,0,2,1,0,0,0,1,1,1,2,6,3,2,1,35.0,48.0,10,14.5,74.0,0.8,20.0,0.0,2225.0,62.5,37.5,4.0,0.0,2.0,1.2,33.0,4,106.2,1,0
61,1,0,2,1,0,0,0,1,1,2,3,2,2,1,0,30.0,48.0,6,15.0,88.0,0.8,35.0,7.7,1823.4,57.7,34.6,0.0,0.0,2.8,0.8,30.0,4,100.0,1,0
63,2,0,2,0,0,2,2,1,1,1,2,4,3,3,1,47.5,49.0,16,14.5,88.0,0.6,25.0,34.5,2000.0,43.5,22.0,0.0,0.0,2.5,0.7,40.0,4,97.0,1,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,1,60.0,48.0,14,14.0,76.0,1.0,30.9,5.6,1600.0,55.6,38.8,0.0,0.0,2.5,0.7,40.0,4,97.0,1,0
51,2,0,2,1,0,2,2,1,1,2,1,1,1,3,1,60.0,48.0,15,16.0,72.0,1.0,30.9,15.2,1600.0,44.6,40.2,0.0,4.0,2.1,0.7,40.0,4,97.0,1,0
46,1,0,2,1,0,2,2,1,1,1,3,3,3,3,1,47.5,52.0,10,15.2,76.0,0.8,30.0,17.5,1700.0,48.7,33.8,0.0,0.0,2.5,0.8,35.0,4,114.3,0,1
13,2,0,2,1,0,2,2,1,1,2,0,0,1,3,1,42.5,52.0,12,16.8,80.0,0.6,40.0,0.0,1700.0,54.3,45.7,3.0,0.0,3.0,1.0,34.0,4,107.4,0,0
46,1,0,2,1,0,2,2,1,1,2,3,2,3,2,1,47.5,53.0,10,15.0,72.0,0.8,25.0,22.0,1500.0,45.9,32.1,0.0,0.0,2.5,0.8,35.0,4,114.3,0,1
46,1,0,2,1,0,2,2,1,1,2,3,2,3,2,1,47.5,58.0,12,14.0,85.0,0.8,28.0,16.5,1800.0,48.5,35.0,0.0,0.0,2.5,0.5,35.0,4,114.3,0,1
46,1,0,2,1,0,2,2,1,1,2,3,3,3,2,0,55.0,48.0,6,18.0,76.0,0.2,24.0,10.0,1600.0,60.0,30.0,0.0,0.0,3.0,0.9,35.0,4,93.6,1,1
10,1,0,2,1,0,0,0,1,1,2,2,4,3,1,1,30.0,52.0,12,16.5,80.0,0.6,40.0,0.0,1800.0,58.1,41.9,1.0,0.0,2.5,0.4,35.0,4,107.4,0,1
13,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,42.5,52.0,6,18.0,70.0,0.6,45.0,0.0,1700.0,58.8,41.2,0.0,0.0,3.0,0.7,34.0,4,103.1,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,1,47.5,54.0,10,14.0,65.0,0.6,25.0,16.1,1500.0,44.6,39.3,4.0,0.0,2.5,1.0,34.0,4,114.3,0,1
59,2,0,2,1,0,2,2,1,3,2,0,0,1,2,1,60.0,46.0,12,15.4,80.0,0.6,50.0,12.4,1391.0,51.5,36.1,2.0,0.0,2.7,1.0,38.5,4,114.3,0,0
59,2,0,2,1,0,2,2,1,3,2,0,0,1,2,1,60.0,46.0,12,15.4,70.0,0.6,50.0,19.0,1391.0,47.6,33.3,0.0,0.0,2.7,0.7,38.5,4,114.3,0,0
61,1,0,2,1,0,0,2,1,1,2,3,3,2,3,1,35.0,50.0,10,14.0,74.0,0.2,28.0,0.0,2500.0,58.8,41.2,0.0,0.0,2.5,0.7,30.0,4,114.3,0,0
61,1,0,2,1,0,0,2,1,1,2,3,3,2,3,1,40.0,50.0,10,13.0,74.0,0.2,25.0,0.0,2500.0,58.8,41.2,2.0,0.0,2.5,0.5,30.0,4,114.3,0,0
4,1,0,2,1,0,0,0,1,1,1,2,6,3,1,1,30.0,53.0,12,14.0,85.0,0.8,30.0,15.0,2290.0,50.0,35.0,0.0,0.0,2.0,1.5,33.0,4,110.7,0,0
4,1,0,2,1,0,0,0,1,1,1,2,6,3,1,1,30.0,53.0,10,15.0,80.0,0.8,30.0,15.0,2290.0,50.0,35.0,0.0,0.0,2.5,1.0,33.0,4,110.7,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,1,30.0,54.0,12,16.3,80.0,0.8,30.0,0.0,2100.0,60.0,40.0,3.0,0.0,2.5,1.2,30.0,4,114.3,0,0
62,1,0,1,1,0,0,0,1,1,2,2,5,3,1,1,30.0,54.0,20,14.9,72.0,1.2,30.0,3.6,2100.0,60.2,36.1,1.5,0.0,2.5,1.2,30.0,4,114.3,0,0
69,1,0,2,1,0,0,0,1,1,2,3,3,3,0,0,35.0,43.0,14,13.0,75.0,0.8,30.9,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.1,30.0,4,100.0,0,1
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,52.5,43.0,8,15.0,71.0,0.8,28.0,7.4,1500.0,53.2,39.4,0.0,0.0,2.5,1.0,34.0,4,98.3,0,1
46,2,0,2,1,0,2,2,1,1,1,2,7,3,3,0,65.0,43.0,3,16.0,78.0,0.8,30.0,12.0,2100.0,46.3,41.7,0.0,0.0,2.0,1.0,40.0,4,100.0,0,1
46,2,0,2,1,0,2,2,1,1,1,2,7,3,3,0,65.0,42.0,6,17.5,100.0,1.1,25.0,17.5,2250.0,48.5,34.0,0.0,0.0,2.5,1.0,40.0,4,100.0,0,0
46,2,0,2,1,0,2,2,1,1,1,2,7,3,3,0,65.0,42.0,3,17.0,80.0,1.0,22.0,15.0,2250.0,50.0,35.0,1.0,0.0,2.5,1.0,40.0,4,100.0,0,0
4,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,37.5,43.0,3,16.0,76.0,0.9,30.9,0.0,2180.0,62.5,37.5,2.0,0.0,2.9,1.2,33.0,4,96.8,0,1
67,0,0,2,1,0,0,0,1,1,2,3,2,3,1,2,45.0,42.0,20,16.1,73.0,0.6,30.0,0.0,2000.0,61.9,38.1,0.0,0.0,2.8,1.0,30.0,7,103.0,3,1
68,1,0,2,1,0,0,0,1,1,2,3,3,3,0,0,35.0,43.0,14,13.0,75.0,0.8,30.9,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.1,30.0,4,100.0,0,1
68,1,0,2,1,0,0,0,1,1,2,3,3,3,0,0,35.0,42.0,10,15.9,78.0,0.4,32.0,0.0,2150.0,62.5,37.5,0.0,0.0,1.7,0.9,30.0,4,101.7,0,1
4,1,0,2,1,0,0,0,1,1,1,3,2,3,1,0,40.0,43.0,6,15.5,85.0,0.8,25.0,4.7,2000.0,58.1,37.2,0.0,0.0,2.5,1.0,33.0,4,96.8,0,1
4,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,40.0,43.0,8,17.2,78.0,0.9,30.9,1.0,2180.0,58.3,40.7,2.0,0.0,2.4,0.8,33.0,4,96.8,0,1
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,50.0,43.0,8,17.0,72.0,0.6,30.0,14.3,1600.0,47.6,38.1,0.0,0.0,2.5,1.0,34.0,4,96.8,0,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,50.0,42.0,3,17.0,73.0,0.4,20.0,18.5,1800.0,46.3,35.1,2.0,0.0,2.5,1.0,34.0,4,100.0,0,1
51,2,0,2,1,0,2,2,1,1,2,0,0,1,1,0,40.0,43.0,3,13.5,76.0,0.8,52.0,4.4,1726.0,55.0,40.6,0.0,0.0,3.0,1.0,40.0,4,96.8,0,0
38,1,0,2,1,0,2,0,1,1,2,3,3,3,3,0,40.0,43.0,8,16.4,79.0,0.3,35.0,0.5,2400.0,59.5,40.0,0.5,0.0,2.6,1.1,35.0,4,96.8,0,0
38,1,0,2,1,0,2,0,1,1,1,3,3,3,3,0,40.0,51.0,6,15.0,70.0,0.2,24.0,0.5,0.0,59.5,40.0,0.0,0.0,3.0,1.0,35.0,4,100.0,0,1
68,1,0,2,1,0,0,0,1,1,1,3,2,3,1,0,32.5,43.0,3,13.0,80.0,0.8,28.0,0.0,1500.0,62.5,37.5,0.0,0.0,0.0,0.0,30.0,4,100.0,0,1
38,1,0,2,1,0,2,0,1,1,2,3,3,3,3,0,40.0,43.0,6,15.6,81.0,0.5,34.0,0.0,2400.0,62.5,37.5,5.0,0.0,2.4,0.9,35.0,4,96.8,0,0
38,1,0,2,1,0,2,0,1,1,2,3,3,3,3,0,37.5,43.0,3,15.8,80.0,0.5,32.0,0.0,2400.0,62.5,37.5,5.0,0.0,2.5,0.9,35.0,4,96.8,0,0
61,1,0,2,1,0,0,0,1,1,2,2,6,2,1,0,45.0,42.0,8,14.9,75.0,1.0,25.0,10.5,1660.0,52.6,36.9,0.0,0.0,2.5,1.0,30.0,4,101.7,0,0
61,1,0,2,1,0,0,0,1,1,2,2,6,2,1,0,45.0,42.0,3,14.0,80.0,0.7,20.0,7.6,1823.4,54.3,38.1,0.0,0.0,2.4,1.0,30.0,4,101.7,0,0
46,1,0,2,1,0,2,0,1,1,1,2,7,3,3,0,45.0,43.0,3,16.0,80.0,0.8,30.0,3.1,2200.0,51.0,45.9,0.0,0.0,2.5,1.3,35.0,4,103.3,0,0
46,1,0,2,1,0,2,0,1,1,1,2,7,3,3,0,50.0,43.0,3,15.5,72.0,0.8,30.0,5.1,2200.0,50.6,44.3,0.0,0.0,2.5,1.3,35.0,4,96.8,0,0
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,40.0,45.0,6,13.6,90.0,0.8,45.0,0.0,1386.0,62.5,37.5,0.0,0.0,3.0,0.7,40.0,4,96.8,0,1
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,40.0,42.0,3,15.0,65.0,0.8,55.0,0.0,1650.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,4,96.8,0,1
10,2,0,2,1,0,2,2,1,1,1,2,4,3,3,0,50.0,43.0,8,14.0,74.0,0.6,20.0,2.2,1800.0,56.2,41.6,0.0,0.0,3.0,1.0,38.0,4,96.9,0,1
68,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,50.0,47.0,3,16.2,74.0,0.8,28.0,10.8,2000.0,53.4,35.8,0.0,0.0,2.5,1.3,30.0,4,100.0,0,1
68,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,50.0,47.0,8,16.0,92.0,0.8,35.0,0.0,1800.0,68.0,32.0,1.0,0.0,2.6,1.2,30.0,4,100.0,0,1
62,1,0,1,1,0,0,0,1,1,2,3,3,2,1,0,32.5,47.0,8,16.1,88.0,0.3,28.0,0.0,2189.0,62.5,37.5,0.0,0.0,2.4,0.8,30.0,4,100.0,0,0
62,1,0,1,1,0,0,0,1,1,2,3,3,2,1,0,32.5,47.0,3,20.0,79.0,0.3,29.0,0.0,2189.0,58.1,41.9,5.0,0.0,2.5,1.2,30.0,4,100.0,0,0
42,1,0,2,1,0,2,0,1,1,2,3,3,3,3,0,70.0,43.0,10,18.1,78.0,0.5,28.0,14.4,2125.0,48.1,37.5,5.0,0.0,3.0,0.9,33.0,4,100.0,0,0
42,1,0,2,1,0,2,0,1,1,2,3,3,3,3,0,70.0,43.0,6,16.0,77.0,0.8,28.0,15.9,2125.0,46.5,37.6,3.0,0.0,1.8,0.6,33.0,4,100.0,0,0
62,1,0,1,1,0,0,0,1,1,2,3,3,2,1,0,40.0,47.0,3,16.5,78.0,0.8,24.0,0.0,2189.0,58.8,41.2,0.0,0.0,2.0,0.8,30.0,4,100.0,0,0
68,1,0,2,1,0,0,0,1,1,2,3,2,3,1,0,32.5,45.0,6,14.0,94.0,0.6,25.0,0.0,1800.0,66.7,33.3,0.0,0.0,2.1,1.0,30.0,4,100.0,0,1
62,1,0,1,1,0,0,0,1,1,1,3,2,2,1,1,40.0,47.0,8,15.0,88.0,0.5,34.0,0.0,1700.0,62.5,37.5,0.0,0.0,0.0,0.0,30.0,4,100.0,0,1
51,2,0,2,1,0,2,2,1,1,2,0,0,1,3,1,40.0,46.0,10,15.0,70.0,0.8,50.0,0.0,1800.0,53.9,46.1,0.0,0.0,2.5,1.0,40.0,4,100.0,0,1
51,2,0,2,1,0,2,2,1,1,1,0,0,1,3,1,40.0,50.0,6,14.0,70.0,0.8,45.0,0.0,1800.0,60.2,39.8,0.0,0.0,2.5,1.0,40.0,4,100.0,0,1
63,2,0,2,1,0,2,2,1,1,1,2,4,3,3,1,45.0,41.0,3,15.0,78.0,0.8,20.0,14.6,1800.0,48.5,36.9,0.0,0.0,2.5,1.0,34.0,4,100.0,0,0
61,1,0,2,1,0,2,0,1,1,2,2,6,2,3,0,45.0,42.0,3,14.0,75.0,1.0,20.0,11.2,1800.0,51.0,37.8,8.0,0.0,2.5,1.0,35.0,4,100.0,0,0
61,1,0,2,1,0,2,0,1,1,2,2,6,2,3,1,45.0,42.0,12,14.0,75.0,1.0,20.0,0.0,1800.0,58.9,41.1,8.0,0.0,3.0,2.0,35.0,4,100.0,0,0
46,1,0,0,1,0,2,0,1,1,2,2,7,3,4,0,45.0,41.0,12,15.8,78.0,1.0,40.0,0.0,2300.0,62.5,37.5,4.0,0.0,2.5,1.4,35.0,4,100.0,0,0
46,1,0,0,1,0,2,0,1,1,2,2,7,3,4,0,45.0,41.0,3,14.6,74.0,1.0,32.0,21.0,2300.0,47.6,31.4,4.0,0.0,2.5,1.1,35.0,4,96.8,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,45.0,42.0,15,14.8,72.0,0.6,20.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,0.9,34.0,4,106.2,0,0
48,2,0,2,1,0,2,2,1,1,2,3,2,3,2,0,50.0,42.0,8,16.0,88.0,0.8,33.0,11.5,1650.0,52.1,36.4,0.0,0.0,2.5,1.0,38.0,4,106.2,0,0
48,2,0,2,1,0,2,2,1,1,1,3,2,3,2,0,50.0,42.0,10,17.0,88.0,0.8,30.0,0.0,1600.0,62.5,27.5,5.0,0.0,2.6,1.0,38.0,4,106.2,0,1
48,2,0,2,1,0,2,1,1,1,2,3,2,3,2,0,50.0,42.0,6,15.0,90.0,1.0,35.0,0.0,1650.0,55.5,44.5,0.0,0.0,2.5,1.0,38.0,4,100.0,0,1
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,2,50.0,42.0,14,15.5,73.0,0.6,20.0,3.6,1800.0,60.2,36.2,0.0,0.0,2.5,0.9,34.0,4,106.2,0,0
5,2,0,2,0,0,2,1,1,1,2,3,2,1,3,0,45.0,43.0,10,20.0,84.0,0.6,33.0,5.8,1200.0,55.6,38.6,0.0,0.0,2.5,0.5,40.0,4,106.2,0,1
26,1,0,2,1,0,0,2,1,1,1,2,5,3,1,0,45.0,42.0,10,15.0,70.0,0.8,40.0,0.0,1500.0,58.8,41.2,3.0,0.0,2.0,1.0,30.0,4,100.0,0,1
60,2,0,2,1,0,2,2,1,1,2,3,3,2,3,0,40.0,42.0,3,12.7,84.0,0.5,32.0,0.0,1750.0,62.5,37.5,0.0,0.0,2.5,0.9,40.0,4,100.0,0,0
31,2,0,2,1,0,2,2,1,1,2,2,4,3,0,0,40.0,42.0,12,15.5,64.0,0.6,20.0,10.5,1550.0,52.6,36.9,0.0,0.0,2.0,0.6,40.0,4,106.2,0,0
31,2,0,2,1,0,2,2,1,1,2,2,4,3,0,0,40.0,42.0,12,16.0,78.0,0.6,20.0,0.0,1550.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,4,106.2,0,0
1,1,0,2,1,0,2,0,1,1,1,0,0,1,3,0,32.0,42.0,6,16.0,70.0,0.6,46.0,0.0,1350.0,60.2,39.8,0.0,0.0,3.0,1.0,34.0,4,100.0,0,0
1,1,0,2,1,0,2,0,1,1,1,0,0,1,3,0,32.0,42.0,6,16.0,70.0,0.6,48.0,0.0,1350.0,63.9,36.1,0.0,0.0,3.0,1.0,34.0,4,100.0,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,67.5,50.0,2,16.5,73.0,0.9,20.0,18.1,1800.0,47.6,34.3,0.0,0.0,2.5,0.8,34.0,4,110.7,0,1
5,2,0,2,1,0,2,2,1,1,2,3,2,1,1,1,45.0,60.0,10,16.0,88.0,0.8,33.0,0.0,1500.0,56.8,43.2,0.0,0.0,2.9,1.1,40.0,4,103.2,0,1
60,2,0,2,1,0,2,1,1,1,1,3,3,2,3,0,42.0,42.0,8,14.5,78.0,1.0,28.0,0.0,1800.0,61.7,38.3,0.0,0.0,2.5,2.0,40.0,4,100.0,0,1
5,2,0,2,1,0,2,1,1,1,1,3,2,1,1,0,45.0,40.0,10,16.0,89.0,0.6,22.0,0.0,1300.0,60.0,40.0,1.0,0.0,2.5,1.0,40.0,4,106.4,0,1
5,2,0,2,1,0,2,1,1,1,1,3,2,1,1,0,45.0,42.0,8,14.0,89.0,0.8,26.0,0.0,1450.0,58.8,41.2,1.0,0.0,2.5,1.0,40.0,4,103.2,0,1
23,2,0,2,1,0,2,2,1,1,1,3,2,1,3,0,40.0,54.0,10,14.8,87.0,0.7,29.0,0.0,1000.0,58.8,41.2,0.0,0.0,2.9,1.0,40.0,4,106.4,0,1
5,2,0,2,1,0,2,2,1,1,1,3,2,1,1,0,45.0,42.0,14,16.0,83.0,0.6,30.0,0.0,1950.0,58.8,41.2,0.0,0.0,2.5,1.0,40.0,4,106.4,0,1
35,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,45.0,41.0,8,13.3,70.0,0.8,50.0,0.0,1700.0,60.2,39.8,0.0,0.0,3.0,0.8,38.0,4,117.8,0,0
35,2,0,2,1,0,2,2,1,1,1,0,0,1,3,0,45.0,41.0,8,13.3,70.0,0.8,50.0,0.0,1700.0,63.9,36.1,0.0,0.0,3.0,0.7,38.0,4,117.8,0,0
60,2,0,2,1,0,2,2,1,1,1,3,3,2,3,2,35.0,42.0,3,15.5,80.0,1.0,26.0,0.0,1800.0,62.5,37.5,3.0,0.0,2.5,2.0,40.0,4,100.0,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,65.0,50.0,3,15.1,75.0,0.6,20.0,19.0,1800.0,47.6,33.4,0.0,0.0,2.7,0.6,34.0,4,110.7,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,0,55.0,40.0,10,15.1,69.0,0.6,20.0,19.5,1450.0,44.2,36.3,0.0,0.0,2.5,0.9,34.0,4,106.4,0,0
51,2,0,2,1,0,2,2,1,1,2,3,2,1,3,1,62.0,52.0,16,15.0,78.0,0.8,28.0,5.9,1400.0,58.8,35.3,4.0,0.0,2.5,0.8,40.0,4,103.2,0,1
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,0,37.5,42.0,3,16.0,70.0,0.4,28.0,0.0,2400.0,58.8,41.2,3.0,0.0,3.0,0.8,30.0,4,106.4,0,1
23,2,0,2,1,0,2,2,1,1,2,3,2,1,3,0,40.0,54.0,8,22.2,77.0,0.6,32.0,6.2,1000.0,56.2,37.5,0.0,0.0,3.0,1.2,40.0,4,106.4,0,1
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,0,37.5,40.0,3,14.0,80.0,0.2,24.0,0.0,2400.0,58.8,41.2,2.0,0.0,2.5,0.8,30.0,4,106.4,0,0
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,0,37.5,50.0,20,15.5,95.0,0.6,26.0,0.0,2350.0,62.5,37.5,1.0,0.0,2.6,0.6,30.0,4,106.4,0,0
61,1,0,2,1,0,0,0,1,1,2,3,3,2,1,0,37.5,41.0,20,15.0,80.0,0.5,30.0,0.0,2398.0,58.8,41.2,9.0,0.0,2.5,0.7,30.0,4,106.4,0,0
4,1,0,2,1,0,0,0,1,1,2,2,6,3,1,0,50.0,40.0,10,15.0,72.0,0.8,30.0,0.0,2233.0,58.8,41.2,8.0,0.0,1.5,1.0,33.0,4,106.4,0,0
4,1,0,2,1,0,0,0,1,1,2,2,6,3,1,0,50.0,40.0,6,15.0,88.0,0.8,30.0,0.0,2233.0,58.8,41.2,8.0,0.0,3.0,1.0,33.0,4,106.4,0,0
26,1,0,2,1,0,0,0,1,1,2,2,7,3,1,2,45.0,41.0,3,16.1,74.0,1.0,30.0,0.0,1800.0,62.5,37.5,1.0,0.0,2.5,1.2,30.0,4,106.4,0,0
26,1,0,2,1,0,0,0,1,1,2,2,7,3,1,0,50.0,41.0,3,15.7,80.0,1.0,43.0,0.0,1800.0,62.5,37.5,1.0,0.0,2.5,1.5,30.0,4,106.4,0,0
26,1,0,2,1,0,0,0,1,1,2,2,5,3,1,0,30.0,41.0,12,15.5,74.0,0.8,30.0,2.5,1900.0,58.0,39.5,4.5,0.0,1.9,1.3,30.0,4,114.3,0,0
23,2,0,2,1,0,2,2,1,1,2,3,2,1,3,0,40.0,41.0,8,15.5,76.0,0.8,28.0,3.6,1750.0,60.2,36.1,4.0,0.0,3.0,1.0,40.0,4,117.8,0,0
63,2,0,2,1,0,2,2,1,1,2,2,4,3,3,1,52.0,52.0,8,16.0,78.0,0.8,30.0,14.1,1250.0,50.5,53.4,0.0,0.0,3.0,0.9,34.0,4,103.2,0,1
