A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,cls
2,36.2,5.5,2,1,7,1,5.0,0,0,0.0,0,0,210.0,687.0,0
2,25.7,0.3,3,3,2,8,1.5,0,0,0.0,1,0,160.0,0.0,0
1,24.5,2.4,3,3,2,8,0.0,0,0,0.0,0,0,120.0,0.0,0
2,24.1,0.9,2,1,10,8,0.1,0,1,4.0,0,0,254.0,1950.0,0
2,21.9,0.5,2,1,2,8,0.1,0,0,0.0,0,0,360.0,0.0,0
1,36.6,0.3,2,1,6,3,0.0,0,1,10.0,0,0,200.0,18.0,0
1,23.0,1.8,2,1,8,5,0.0,0,1,1.0,0,0,200.0,53.0,0
1,27.6,3.0,2,1,10,8,2.8,0,1,1.0,1,0,280.0,10.0,0
2,31.1,3.1,2,1,2,8,2.5,0,1,2.0,1,0,160.0,41.0,0
1,30.4,1.4,2,1,13,4,0.0,0,1,3.0,0,0,0.0,33.0,0
2,22.1,2.3,2,1,9,8,0.8,0,0,0.0,0,0,180.0,0.0,0
2,16.3,4.1,2,1,7,4,0.4,0,0,0.0,1,0,120.0,0.0,0
1,21.9,11.7,2,1,9,4,0.1,0,0,0.0,0,0,320.0,5.0,0
2,21.1,4.1,3,3,7,4,0.0,0,0,0.0,0,0,140.0,100.0,0
2,17.4,6.5,2,1,7,8,0.1,0,0,0.0,0,0,60.0,100.0,0
2,19.2,4.0,3,3,7,8,1.0,0,0,0.0,1,0,360.0,1000.0,0
2,20.7,0.4,2,1,2,8,0.1,0,0,0.0,0,0,0.0,44.0,0
2,26.8,2.0,2,1,4,8,0.8,0,0,0.0,1,0,80.0,0.0,0
2,23.6,0.8,2,1,7,4,0.1,0,0,0.0,1,0,220.0,5.0,0
2,39.2,2.5,3,3,7,4,10.0,0,0,0.0,1,2,200.0,0.0,0
2,22.8,11.5,2,1,7,8,0.4,0,0,0.0,0,0,0.0,0.0,0
0,26.5,2.7,3,3,0,0,0.1,0,0,0.0,0,2,80.0,0.0,0
1,16.9,0.5,2,1,7,8,0.2,0,1,6.0,1,0,240.0,35.0,0
2,23.5,3.2,3,3,9,8,0.4,0,1,1.0,1,0,280.0,80.0,0
1,17.3,9.5,2,1,1,8,1.8,0,1,10.0,1,0,0.0,10.0,0
2,23.8,0.4,3,3,2,8,0.0,0,1,2.0,0,0,128.0,6.0,0
2,34.7,1.1,2,1,10,8,1.2,0,0,0.0,0,2,28.0,0.0,0
2,74.8,19.0,3,3,6,3,0.0,0,1,2.0,0,0,0.0,351.0,0
2,28.2,0.1,3,3,9,8,0.1,0,0,0.0,0,0,216.0,2100.0,0
2,24.5,13.3,3,3,1,8,0.0,0,0,0.0,1,0,120.0,475.0,0
2,18.8,3.5,3,3,6,3,0.0,0,0,0.0,1,0,180.0,1.0,0
0,45.3,1.0,2,1,11,8,0.1,0,0,0.0,1,0,263.0,0.0,0
1,47.2,0.8,2,1,11,4,2.8,1,1,1.0,0,0,333.0,892.0,1
2,24.2,0.9,2,1,11,8,4.6,1,1,2.0,1,0,520.0,2000.0,1
2,39.2,9.5,2,1,10,8,6.5,1,1,14.0,0,0,240.0,4607.0,1
1,20.5,11.8,2,1,2,4,6.0,1,0,0.0,0,0,340.0,0.0,1
1,18.8,4.4,3,3,2,4,3.0,1,0,0.0,0,0,240.0,0.0,1
2,19.2,9.5,2,1,13,8,1.5,1,0,0.0,0,0,120.0,2206.0,1
1,25.0,0.9,2,1,14,4,1.0,1,0,0.0,1,0,160.0,5860.0,1
2,20.2,9.2,2,1,2,8,1.7,1,1,3.0,1,0,40.0,28.0,1
2,25.8,0.5,2,1,2,8,1.5,1,1,5.0,1,0,312.0,0.0,1
2,20.4,7.0,2,1,2,8,1.6,1,1,3.0,0,0,200.0,1391.0,1
2,31.6,4.0,2,1,14,8,5.0,1,1,3.0,1,0,290.0,2279.0,1
2,39.0,5.0,2,1,3,8,3.5,1,1,10.0,1,0,0.0,0.0,1
1,64.1,0.2,2,1,6,3,0.0,1,1,1.0,0,0,232.0,100.0,1
2,28.2,5.1,2,1,14,8,4.8,1,1,2.0,0,0,420.0,7.0,1
1,28.8,3.8,2,1,2,8,1.1,1,1,1.0,1,0,371.0,0.0,1
2,31.3,19.5,2,1,2,8,7.0,1,1,16.0,0,0,0.0,5000.0,1
1,18.9,9.0,2,1,1,8,0.8,1,1,2.0,0,0,88.0,591.0,1
1,24.8,3.0,2,1,11,4,1.8,1,1,19.0,0,0,0.0,500.0,1
1,30.7,12.0,2,1,2,8,2.0,1,1,1.0,0,0,220.0,19.0,1
2,21.0,4.8,3,3,13,8,2.2,1,1,1.0,1,0,80.0,300.0,1
2,13.8,4.0,3,3,13,8,1.8,1,1,2.0,1,0,120.0,1000.0,1
1,46.0,4.0,2,1,8,5,0.0,1,0,0.0,0,0,100.0,960.0,1
1,44.3,0.0,2,1,2,8,2.5,1,0,0.0,0,0,0.0,0.0,1
2,20.2,10.0,2,1,5,2,0.0,1,0,0.0,0,0,0.0,0.0,1
2,22.7,2.5,3,3,2,4,2.6,1,0,0.0,0,0,0.0,0.0,1
2,31.6,10.5,2,1,14,8,6.5,1,0,0.0,0,0,0.0,0.0,1
1,60.9,5.0,2,1,1,8,4.0,1,1,4.0,0,0,0.0,99.0,1
2,16.1,0.8,2,1,2,8,1.8,1,1,5.0,1,0,352.0,690.0,1
1,28.2,0.4,2,1,11,8,0.6,1,1,4.0,0,0,80.0,0.0,1
2,39.2,1.7,2,1,14,8,0.1,1,1,5.0,1,0,480.0,0.0,1
0,20.4,7.5,2,1,9,8,1.5,1,1,1.0,0,0,160.0,234.0,1
1,30.0,5.3,2,1,5,2,2.2,1,1,5.0,1,0,99.0,500.0,1
2,22.8,3.0,2,1,10,8,1.3,1,1,1.0,0,0,260.0,800.0,1
1,22.5,8.5,2,1,11,8,1.8,1,1,10.0,0,0,80.0,990.0,0
1,28.6,1.7,2,1,11,8,2.4,1,0,0.0,1,0,440.0,0.0,0
2,45.2,1.5,2,1,2,8,2.5,1,0,0.0,1,0,140.0,0.0,0
2,41.6,1.8,2,1,9,8,0.2,1,0,0.0,0,0,160.0,0.0,0
1,57.1,0.3,2,1,7,1,1.0,1,0,0.0,1,0,252.0,2197.0,0
1,55.8,7.1,2,1,9,4,6.8,1,1,3.0,1,0,100.0,50.0,0
2,43.2,25.2,2,1,11,4,0.2,1,1,1.0,0,0,760.0,90.0,0
1,25.3,2.1,2,1,2,4,2.8,1,0,0.0,1,0,360.0,1.0,0
1,24.6,0.7,2,1,1,4,1.8,1,0,0.0,0,0,400.0,0.0,0
2,43.2,2.2,2,1,7,1,0.8,1,0,0.0,0,0,560.0,0.0,0
2,40.9,0.8,2,1,6,3,0.0,1,0,0.0,0,0,130.0,1.0,0
2,31.8,2.5,2,1,1,8,7.5,1,0,0.0,1,0,523.0,0.0,0
1,33.9,1.6,3,3,6,3,0.0,1,0,0.0,0,0,320.0,0.0,0
1,24.9,1.2,2,1,6,3,0.0,1,0,0.0,0,0,80.0,0.0,0
2,35.2,3.2,2,1,14,4,3.8,1,0,0.0,1,0,680.0,0.0,0
2,34.2,1.8,2,1,13,1,0.2,1,0,0.0,1,0,163.0,0.0,0
2,80.2,5.5,2,1,0,0,0.5,1,0,0.0,0,0,0.0,340.0,0
2,19.4,1.5,3,3,3,8,2.0,1,0,0.0,1,0,100.0,20.0,0
2,42.8,3.0,2,1,7,1,1.0,1,0,0.0,0,0,0.0,200.0,0
2,19.7,10.0,3,3,9,4,0.8,1,0,0.0,1,0,140.0,0.0,0
2,36.3,3.8,2,1,13,8,1.2,1,0,0.0,1,0,200.0,0.0,0
2,30.1,1.0,3,3,7,1,0.5,1,1,10.0,1,0,132.0,28.0,0
2,44.2,11.0,3,3,4,8,1.5,1,0,0.0,0,2,0.0,0.0,0
2,23.6,0.5,3,3,13,8,2.6,1,1,6.0,1,0,208.0,347.0,0
2,23.9,1.5,2,1,4,4,1.9,1,1,6.0,0,0,200.0,327.0,1
2,33.2,1.0,2,1,14,8,0.8,1,1,7.0,1,0,340.0,4071.0,1
2,48.3,12.0,2,1,10,8,16.0,1,0,0.0,0,2,110.0,0.0,1
2,76.8,22.3,2,1,5,9,12.8,1,1,1.0,1,0,0.0,109.0,1
2,51.3,10.0,2,1,7,1,0.0,1,1,11.0,0,0,0.0,1249.0,1
2,34.8,15.0,2,1,12,6,5.4,1,1,9.0,1,0,0.0,134.0,1
2,38.6,3.3,2,1,13,8,4.0,1,1,14.0,0,0,383.0,1344.0,1
1,22.4,11.2,3,3,14,4,0.8,1,1,4.0,0,0,0.0,321.0,1
2,41.9,0.4,2,1,2,4,0.2,1,1,6.0,0,0,220.0,948.0,1
2,29.6,4.5,2,1,13,8,7.5,1,1,2.0,1,0,330.0,0.0,1
1,32.2,1.5,2,1,13,8,1.1,1,1,16.0,0,0,120.0,2079.0,1
2,51.4,0.0,2,1,14,4,0.0,1,0,0.0,0,0,0.0,3000.0,1
1,22.8,2.3,2,1,11,4,2.3,1,1,7.0,1,0,140.0,2384.0,1
1,25.0,12.3,2,1,3,4,3.5,1,1,6.0,0,0,400.0,458.0,1
2,26.8,1.1,2,1,14,4,1.2,1,0,0.0,0,0,0.0,5298.0,1
2,23.3,1.5,2,1,2,4,1.4,1,0,0.0,0,0,422.0,200.0,1
2,24.4,12.3,2,1,11,4,1.6,1,0,0.0,1,0,120.0,0.0,1
2,42.2,5.0,2,1,11,4,12.8,1,0,0.0,1,0,92.0,0.0,1
1,20.8,3.0,2,1,1,8,0.0,1,0,0.0,0,0,100.0,0.0,1
2,23.1,11.5,2,1,13,4,2.1,1,1,11.0,1,0,290.0,284.0,1
1,25.2,2.9,2,1,14,4,0.9,1,0,0.0,0,0,360.0,0.0,1
2,43.1,0.4,3,3,2,8,0.4,1,1,8.0,1,0,300.0,162.0,1
1,35.8,0.9,2,1,1,8,0.8,1,1,4.0,0,0,0.0,1583.0,1
2,59.5,2.8,2,1,13,8,1.8,1,1,5.0,1,0,60.0,58.0,1
2,21.0,3.0,3,3,4,8,1.1,1,1,8.0,1,0,160.0,1.0,1
2,21.9,0.5,3,3,14,8,0.0,1,1,1.0,1,0,840.0,59.0,1
1,65.2,14.0,2,1,6,3,0.0,1,1,11.0,1,0,0.0,1400.0,1
1,20.3,10.0,2,1,2,4,1.0,1,1,4.0,0,0,50.0,1465.0,1
2,32.2,0.2,3,3,2,4,3.2,1,1,1.0,1,0,432.0,8000.0,1
2,30.2,0.5,2,1,2,8,1.8,1,1,11.0,0,0,32.0,540.0,1
2,25.2,6.0,2,1,2,8,1.0,1,1,3.0,0,0,0.0,0.0,1
2,39.2,1.6,2,1,2,8,1.5,1,1,10.0,0,0,186.0,4700.0,1
2,39.1,6.0,2,1,10,8,1.3,1,1,5.0,1,0,108.0,1097.0,1
2,31.7,0.8,2,1,14,8,1.3,1,1,8.0,1,0,303.0,3290.0,1
2,41.0,0.0,2,1,5,8,0.0,0,1,1.0,0,2,560.0,0.0,1
2,48.5,4.2,2,1,10,8,0.1,1,0,0.0,1,0,225.0,0.0,1
2,32.7,9.0,3,3,13,4,5.2,1,0,0.0,1,0,154.0,0.0,1
1,28.1,15.0,3,3,5,9,0.0,1,0,0.0,0,0,0.0,13212.0,1
2,73.4,17.8,2,1,6,3,0.0,1,0,0.0,1,0,0.0,0.0,1
2,64.1,20.0,2,1,14,4,17.5,1,1,9.0,1,0,0.0,1000.0,1
2,51.6,15.0,2,1,2,8,8.5,1,1,9.0,0,0,0.0,0.0,1
2,26.7,1.8,3,3,2,8,1.0,1,1,5.0,1,0,160.0,5777.0,1
2,25.3,0.6,2,1,2,8,0.3,1,1,7.0,1,0,96.0,5124.0,1
2,30.2,6.5,2,1,3,8,3.1,1,1,8.0,0,0,330.0,1200.0,1
2,27.0,0.8,2,1,2,4,4.2,1,1,3.0,1,0,312.0,150.0,1
2,23.2,0.0,0,0,0,0,0.0,0,0,0.0,0,1,184.0,0.0,1
2,34.2,5.2,2,1,13,8,0.1,0,0,0.0,1,0,290.0,6.0,1
2,38.7,0.2,2,1,9,8,0.1,1,0,0.0,1,0,280.0,0.0,1
2,25.8,0.8,2,1,2,1,0.2,1,0,0.0,0,0,349.0,23.0,1
1,46.1,3.0,2,1,2,8,2.4,1,1,8.0,1,0,396.0,4159.0,1
1,21.5,6.0,2,1,1,8,2.5,1,1,3.0,0,0,80.0,918.0,1
0,20.1,0.1,2,1,11,8,1.0,0,1,1.0,0,0,240.0,768.0,1
2,20.5,2.4,2,1,2,8,2.0,1,1,11.0,1,0,200.0,3000.0,1
1,29.5,0.5,2,1,9,8,0.5,1,1,4.0,0,0,380.0,500.0,1
0,42.2,1.8,3,3,0,0,0.0,0,0,0.0,1,0,150.0,1.0,0
2,29.8,1.2,3,3,9,8,0.2,0,0,0.0,0,0,224.0,0.0,0
2,20.1,0.2,2,1,11,8,0.1,0,0,0.0,0,0,200.0,0.0,0
2,23.4,0.6,2,1,2,4,0.1,1,0,0.0,0,0,180.0,0.0,0
1,29.6,1.8,3,3,9,8,1.2,0,0,0.0,1,0,280.0,0.0,0
2,16.2,0.0,2,1,2,8,0.0,0,0,0.0,0,0,0.0,0.0,1
2,32.3,3.5,2,1,9,8,0.5,0,0,0.0,1,0,232.0,0.0,0
2,31.6,0.0,3,3,4,8,4.2,0,0,0.0,1,0,460.0,0.0,0
2,47.8,4.2,2,1,14,1,0.1,0,0,0.0,1,0,520.0,0.0,0
2,20.0,1.2,3,3,9,8,0.1,0,0,0.0,0,0,140.0,4.0,0
2,27.6,3.2,3,3,11,4,5.1,0,1,2.0,1,0,369.0,1.0,0
2,22.0,0.8,2,1,13,8,0.3,0,1,1.0,0,0,420.0,283.0,0
2,19.3,10.9,2,1,2,1,0.6,0,1,2.0,1,0,200.0,7.0,0
1,38.3,4.4,2,1,2,8,0.1,0,0,0.0,0,0,160.0,0.0,0
2,29.4,1.2,2,1,2,4,0.2,0,1,2.0,1,0,400.0,108.0,0
2,22.7,0.8,2,1,7,8,1.6,0,1,1.0,1,0,400.0,9.0,0
2,32.2,14.0,3,3,6,3,0.0,0,1,2.0,0,0,160.0,1.0,0
2,29.6,4.8,2,1,10,8,2.0,0,1,1.0,1,0,460.0,68.0,0
2,18.4,10.4,3,3,1,8,0.1,1,0,0.0,0,0,120.0,375.0,0
2,22.2,2.2,2,1,7,8,0.1,0,0,0.0,0,0,160.0,10.0,0
2,22.7,0.2,2,1,2,5,2.2,0,0,0.0,1,2,0.0,0.0,1
1,25.6,0.0,0,0,0,0,0.0,0,0,0.0,0,1,184.0,0.0,1
2,18.8,0.0,2,1,11,8,0.7,0,0,0.0,0,0,160.0,1.0,0
2,21.6,0.8,3,3,3,8,0.7,0,0,0.0,0,0,160.0,0.0,0
2,23.8,12.0,2,1,2,8,2.1,0,0,0.0,0,2,80.0,0.0,0
2,22.0,7.8,3,3,7,1,0.2,0,0,0.0,1,0,184.0,0.0,0
2,36.1,2.5,2,1,6,3,0.0,0,0,0.0,0,0,0.0,1000.0,0
2,29.2,13.0,2,1,4,4,0.5,0,0,0.0,0,0,228.0,0.0,0
1,19.6,0.7,2,1,13,8,1.7,0,0,0.0,0,0,220.0,5.0,0
1,22.9,1.2,2,1,11,8,0.2,0,0,0.0,1,0,120.0,809.0,0
1,27.2,0.3,2,1,10,4,0.1,0,1,1.0,1,0,272.0,108.0,0
1,38.8,1.5,2,1,6,3,0.0,0,0,0.0,0,0,76.0,0.0,0
2,32.4,2.2,3,3,9,3,0.0,0,0,0.0,0,0,120.0,0.0,0
1,23.8,0.7,2,1,13,8,0.2,0,1,1.0,1,0,240.0,4.0,0
2,18.2,2.5,2,1,2,6,1.0,0,1,2.0,1,0,160.0,587.0,0
2,40.9,0.5,3,3,10,8,0.5,0,0,0.0,1,0,130.0,0.0,0
2,19.5,9.6,2,1,1,8,0.8,0,0,0.0,0,0,80.0,350.0,0
2,28.6,3.6,2,1,1,8,0.2,0,0,0.0,1,0,100.0,0.0,0
2,35.6,0.8,2,1,9,8,1.5,0,0,0.0,1,0,231.0,0.0,0
2,34.2,2.8,2,1,7,1,2.5,0,0,0.0,1,0,232.0,200.0,0
0,33.2,2.2,3,3,3,8,3.5,0,0,0.0,1,0,200.0,141.0,0
2,31.6,0.8,3,3,1,8,3.5,0,0,0.0,1,0,320.0,0.0,0
1,52.5,7.0,2,1,1,4,3.0,0,0,0.0,0,0,0.0,0.0,0
2,36.2,0.4,3,3,13,8,0.3,0,0,0.0,1,0,309.0,2.0,0
2,37.3,2.7,2,1,3,8,0.2,0,0,0.0,1,0,0.0,501.0,0
1,20.8,8.5,2,1,2,8,0.2,0,0,0.0,0,0,0.0,351.0,0
2,24.1,9.0,2,1,1,8,0.2,0,0,0.0,1,0,0.0,0.0,0
2,25.6,0.3,2,1,9,4,3.5,0,0,0.0,1,0,340.0,0.0,0
1,35.2,3.8,2,1,6,3,0.0,0,1,6.0,0,0,0.0,200.0,0
2,48.1,3.8,2,1,7,1,1.0,0,0,0.0,0,0,100.0,2.0,0
1,15.8,7.6,2,1,11,8,0.1,0,1,1.0,1,0,0.0,160.0,0
1,22.5,0.4,2,1,7,8,0.3,0,0,0.0,1,2,144.0,0.0,0
2,21.5,11.5,2,1,7,8,0.5,1,0,0.0,1,0,100.0,68.0,0
1,23.6,0.8,2,1,11,8,0.4,0,1,1.0,1,0,200.0,11.0,0
1,21.1,5.0,3,3,6,3,0.0,0,0,0.0,0,0,0.0,0.0,0
2,25.7,3.2,2,1,2,4,2.3,0,1,1.0,1,0,416.0,21.0,0
1,38.9,1.7,2,1,1,8,0.2,0,0,0.0,0,0,0.0,390.0,0
1,15.8,0.4,2,1,2,8,1.0,0,0,0.0,0,0,120.0,18.0,0
1,28.6,3.8,2,1,2,8,0.2,0,1,1.0,1,0,40.0,154.0,0
2,22.2,9.0,2,1,1,8,0.1,0,0,0.0,0,0,0.0,0.0,0
2,29.8,3.5,2,1,2,8,0.2,0,0,0.0,0,0,216.0,0.0,0
1,23.5,1.5,2,1,13,8,0.9,0,0,0.0,1,0,160.0,0.0,0
2,32.1,4.0,3,3,3,8,1.5,0,0,0.0,1,0,120.0,0.0,0
2,31.1,1.5,3,3,13,8,0.0,0,0,0.0,0,2,160.0,0.0,0
2,31.8,0.0,3,3,10,8,0.0,0,0,0.0,0,0,0.0,0.0,0
1,21.8,11.8,2,1,2,8,0.2,0,0,0.0,1,0,180.0,0.0,0
1,17.9,0.5,2,1,2,8,1.8,0,1,1.0,1,0,80.0,5.0,0
2,30.3,0.5,2,1,4,4,0.1,0,0,0.0,1,2,252.0,0.0,0
2,51.8,2.0,3,3,6,3,1.5,0,0,0.0,0,0,120.0,1.0,0
2,47.2,5.8,2,1,13,8,5.5,0,0,0.0,0,0,465.0,150.0,0
2,25.8,12.8,2,1,3,8,0.5,0,0,0.0,0,0,0.0,2.0,0
1,50.2,0.8,2,1,1,8,0.5,0,0,0.0,1,0,240.0,117.0,0
0,29.5,2.0,3,3,5,4,2.0,0,0,0.0,0,0,256.0,17.0,0
1,37.3,2.5,2,1,7,4,0.2,0,0,0.0,0,0,260.0,246.0,0
1,41.6,1.0,2,1,1,8,0.7,0,0,0.0,0,0,240.0,237.0,0
1,30.6,10.7,2,1,11,4,0.1,0,1,12.0,1,0,129.0,3.0,0
2,19.4,7.2,2,1,10,8,0.0,0,1,1.0,0,0,100.0,1.0,0
1,17.9,10.2,2,1,6,3,0.0,0,0,0.0,0,0,0.0,50.0,0
1,20.1,1.2,2,1,2,8,0.0,0,0,0.0,0,0,0.0,0.0,0
2,19.5,0.3,2,1,9,8,0.3,0,0,0.0,0,0,280.0,364.0,0
2,27.8,1.0,3,3,4,4,3.0,0,0,0.0,0,0,176.0,537.0,0
2,17.1,3.3,2,1,7,8,0.3,0,0,0.0,1,0,140.0,2.0,0
2,36.4,0.8,3,3,4,8,0.6,0,0,0.0,0,0,240.0,3.0,0
2,40.6,3.3,2,1,10,8,3.5,0,0,0.0,1,2,400.0,0.0,0
2,21.1,10.1,3,3,5,4,1.2,0,0,0.0,0,0,260.0,0.0,0
1,22.7,0.8,2,1,2,8,2.0,0,1,2.0,1,0,200.0,394.0,0
1,25.2,13.5,3,3,6,3,2.0,0,1,1.0,1,0,200.0,1.0,0
2,17.9,0.2,2,1,1,8,0.0,0,0,0.0,0,0,280.0,750.0,0
2,35.0,3.4,2,1,2,4,8.3,0,0,0.0,1,0,0.0,0.0,0
