Abbrev,Rep,Locality,Map_Ref,Latitude,Altitude,Rainfall,Frosts,Sp,PMCno,DBH,Ht,Surv,Vig,Ins_res,Stem_Fm,Crown_Fm,Brnch_Fm,cls
2,2.0,3,9,7,180.0,1080.0,-3.0,22,1787.0,11.6,8.4,63.0,4.0,3.5,4.0,4.0,3.5,4
2,2.0,3,9,7,180.0,1080.0,-3.0,24,2435.0,3.6,4.3,25.0,3.0,3.0,3.0,3.0,3.0,2
2,2.0,3,9,7,180.0,1080.0,-3.0,21,1524.0,2.6,3.1,75.0,2.0,2.0,2.0,4.0,3.0,3
2,2.0,3,9,7,180.0,1080.0,-3.0,25,1340.0,5.4,5.7,100.0,1.5,1.0,1.5,1.5,2.0,1
2,2.0,3,9,7,180.0,1080.0,-3.0,13,1780.0,2.6,3.6,38.0,1.0,2.0,2.0,2.0,3.0,1
2,3.0,3,9,7,180.0,1080.0,-3.0,0,1094.0,5.3,5.5,63.0,2.0,1.5,2.0,2.0,2.0,1
2,3.0,3,9,7,180.0,1080.0,-3.0,3,1111.0,4.9,4.1,88.0,3.5,2.5,2.0,2.0,2.0,2
2,3.0,3,9,7,180.0,1080.0,-3.0,2,1112.0,7.8,6.7,100.0,3.0,1.8,3.5,4.0,4.0,0
2,3.0,3,9,7,180.0,1080.0,-3.0,2,1113.0,4.6,4.1,88.0,3.0,2.0,2.5,3.5,3.0,2
2,3.0,3,9,7,180.0,1080.0,-3.0,9,1595.0,2.3,2.7,75.0,2.5,1.5,3.0,4.0,4.0,3
2,3.0,3,9,7,180.0,1080.0,-3.0,6,1338.0,7.3,7.4,63.0,4.0,3.0,3.3,3.3,3.0,0
2,3.0,3,9,7,180.0,1080.0,-3.0,7,1978.0,16.5,9.9,100.0,5.0,3.3,3.3,2.5,2.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,7,1482.0,10.5,7.8,88.0,4.0,3.3,3.3,3.5,3.5,0
2,3.0,3,9,7,180.0,1080.0,-3.0,8,1339.0,3.8,4.7,100.0,3.0,2.7,3.0,3.0,3.5,0
2,3.0,3,9,7,180.0,1080.0,-3.0,8,2447.0,11.6,8.4,100.0,4.0,3.0,3.5,3.5,3.5,4
2,3.0,3,9,7,180.0,1080.0,-3.0,8,1786.0,13.7,8.8,100.0,4.8,3.0,3.5,3.5,3.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,14,1596.0,7.0,6.0,88.0,3.5,2.7,3.5,4.0,4.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,10,1171.0,72.9,9.3,59.7,2.5,2.0,1.0,1.0,1.0,1
2,3.0,3,9,7,180.0,1080.0,-3.0,16,2469.0,7.7,8.0,88.0,4.5,3.0,4.0,4.0,4.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,17,1785.0,3.2,3.6,88.0,1.5,1.8,2.5,3.3,3.5,3
2,3.0,3,9,7,180.0,1080.0,-3.0,19,1598.0,6.8,5.6,63.0,3.0,4.0,2.5,3.0,2.0,2
2,3.0,3,9,7,180.0,1080.0,-3.0,22,2428.0,5.2,5.9,75.0,4.0,3.0,4.0,4.0,4.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,22,2431.0,3.4,5.2,100.0,3.0,3.0,4.5,4.0,4.0,0
2,3.0,3,9,7,180.0,1080.0,-3.0,22,1787.0,3.8,4.9,88.0,4.0,3.5,4.0,4.0,4.0,4
2,3.0,3,9,7,180.0,1080.0,-3.0,21,1524.0,4.5,4.5,88.0,2.3,2.0,2.5,4.0,3.0,3
2,3.0,3,9,7,180.0,1080.0,-3.0,25,1340.0,6.1,5.7,100.0,2.5,1.5,1.5,1.0,1.0,3
2,3.0,3,9,7,180.0,1080.0,-3.0,13,1780.0,3.5,4.7,25.0,1.5,1.5,2.0,2.0,3.0,3
14,1.0,5,10,9,160.0,1000.0,-3.0,0,1094.0,12.0,10.3,38.0,2.8,3.2,2.8,3.2,3.0,3
14,1.0,5,10,9,160.0,1000.0,-3.0,3,1111.0,15.0,8.4,88.0,3.0,3.0,3.0,3.0,2.0,2
14,1.0,5,10,9,160.0,1000.0,-3.0,2,1112.0,13.0,11.1,100.0,3.0,2.0,3.5,3.0,3.0,2
14,1.0,5,10,9,160.0,1000.0,-3.0,2,1113.0,8.6,9.5,100.0,2.0,1.5,4.0,4.0,4.0,3
14,1.0,5,10,9,160.0,1000.0,-3.0,6,1338.0,8.2,6.6,63.0,4.0,4.0,3.0,3.0,3.0,2
14,1.0,5,10,9,160.0,1000.0,-3.0,7,1978.0,15.7,10.0,100.0,4.0,3.0,2.5,2.5,2.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,7,1482.0,15.9,8.8,75.0,4.0,3.0,3.0,2.0,2.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,8,1339.0,13.7,9.9,88.0,4.0,3.0,2.5,2.5,2.5,2
14,1.0,5,10,9,160.0,1000.0,-3.0,8,2447.0,11.2,9.1,88.0,4.0,3.5,3.0,3.5,3.0,0
14,1.0,5,10,9,160.0,1000.0,-3.0,8,1786.0,18.9,11.8,75.0,5.0,3.0,2.5,2.5,2.0,2
14,1.0,5,10,9,160.0,1000.0,-3.0,14,1596.0,11.6,8.9,100.0,4.0,3.0,4.0,4.0,4.0,4
14,1.0,5,10,9,160.0,1000.0,-3.0,10,1171.0,8.6,8.9,100.0,3.0,2.5,2.8,3.0,2.8,3
14,1.0,5,10,9,160.0,1000.0,-3.0,16,2469.0,13.4,12.3,88.0,4.0,3.0,3.5,3.0,2.5,4
14,1.0,5,10,9,160.0,1000.0,-3.0,16,1337.0,19.6,11.8,63.0,5.0,3.0,3.5,3.0,2.0,4
14,1.0,5,10,9,160.0,1000.0,-3.0,17,1785.0,11.1,8.7,88.0,3.0,2.0,3.0,4.0,4.0,0
14,1.0,5,10,9,160.0,1000.0,-3.0,19,1598.0,10.8,10.0,75.0,3.0,4.0,3.0,4.0,3.0,0
14,1.0,5,10,9,160.0,1000.0,-3.0,22,2428.0,11.2,12.2,75.0,5.0,3.0,4.0,3.5,3.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,22,2430.0,14.0,13.0,63.0,5.0,3.0,3.0,2.0,2.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,22,2431.0,9.0,9.6,75.0,4.0,3.0,4.0,3.0,2.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,22,1787.0,14.4,12.9,88.0,5.0,3.0,3.0,3.0,2.5,0
14,1.0,5,10,9,160.0,1000.0,-3.0,13,1780.0,8.8,5.3,63.0,3.0,3.0,3.0,4.0,4.0,2
14,1.0,5,10,9,160.0,1000.0,-3.0,21,1524.0,6.5,7.0,50.0,2.5,2.5,3.0,3.0,3.0,3
14,1.0,5,10,9,160.0,1000.0,-3.0,25,1340.0,5.7,5.7,100.0,3.0,2.0,3.0,3.0,3.0,3
14,1.0,5,10,9,160.0,1000.0,-3.0,9,1595.0,8.0,4.9,88.0,3.5,1.5,4.0,4.0,4.0,2
14,2.0,5,10,9,160.0,1000.0,-3.0,0,1094.0,7.3,6.8,2.5,3.5,3.5,3.5,3.5,1.5,1
14,2.0,5,10,9,160.0,1000.0,-3.0,3,1111.0,6.9,5.6,3.0,3.0,3.0,3.0,3.0,2.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,2,1112.0,7.4,6.6,3.0,2.0,3.0,3.0,3.0,1.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,2,1113.0,6.6,5.4,3.0,2.0,3.0,3.0,3.5,1.5,1
14,2.0,5,10,9,160.0,1000.0,-3.0,6,1338.0,7.3,5.6,3.5,3.0,2.5,2.5,2.5,1.5,1
14,2.0,5,10,9,160.0,1000.0,-3.0,7,1978.0,19.6,10.3,3.0,3.0,2.5,2.5,2.0,2.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,7,1482.0,15.4,15.8,4.0,3.0,3.0,3.0,3.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,8,1339.0,15.0,11.6,4.0,3.0,2.0,2.0,2.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,8,2447.0,13.9,11.1,5.0,3.0,3.0,2.5,2.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,8,1786.0,15.6,12.1,4.0,3.0,3.5,3.0,2.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,14,1596.0,7.9,8.6,2.5,3.0,2.5,4.0,3.5,1.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,10,1171.0,6.6,5.8,2.0,3.0,2.5,2.5,3.0,0.5,1
14,2.0,5,10,9,160.0,1000.0,-3.0,16,2469.0,15.2,12.3,5.0,3.0,4.0,3.5,3.0,4.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,16,1337.0,17.1,12.1,5.0,3.0,3.5,3.0,3.0,4.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,17,1785.0,5.5,3.4,2.0,1.0,3.0,2.5,3.0,1.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,19,1598.0,15.3,12.7,3.0,4.0,2.5,3.0,2.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,22,2428.0,10.9,9.8,4.0,3.0,2.5,2.0,3.0,4.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,22,2430.0,13.0,10.4,4.0,3.0,3.5,2.5,2.0,4.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,22,2431.0,10.6,10.2,4.0,3.0,3.5,2.5,3.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,22,1787.0,10.3,10.0,4.0,3.0,4.0,3.0,3.0,3.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,13,1780.0,3.2,5.9,1.5,3.0,2.0,2.0,2.0,0.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,24,2435.0,15.0,13.0,2.5,3.0,4.0,4.0,4.0,2.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,21,1524.0,6.8,5.6,2.0,2.0,2.0,3.0,3.0,0.0,1
14,2.0,5,10,9,160.0,1000.0,-3.0,25,1340.0,7.7,6.1,2.0,2.0,2.0,2.0,3.0,0.5,1
14,2.0,5,10,9,160.0,1000.0,-3.0,9,1595.0,3.1,2.9,2.0,1.5,3.0,3.0,3.5,1.0,1
14,3.0,5,10,9,160.0,1000.0,-3.0,0,1094.0,10.5,6.0,25.0,3.0,3.0,2.0,3.0,2.5,3
14,3.0,5,10,9,160.0,1000.0,-3.0,3,1111.0,1.6,1.8,88.0,1.0,2.0,3.0,3.0,3.0,1
14,3.0,5,10,9,160.0,1000.0,-3.0,2,1112.0,4.0,3.2,63.0,2.0,1.5,3.0,3.0,3.0,3
14,3.0,5,10,9,160.0,1000.0,-3.0,2,1113.0,3.3,2.7,100.0,1.5,1.0,2.0,3.0,3.0,1
14,3.0,5,10,9,160.0,1000.0,-3.0,6,1338.0,9.4,8.5,38.0,3.0,3.0,2.0,1.5,1.0,3
14,3.0,5,10,9,160.0,1000.0,-3.0,7,1978.0,11.0,8.1,100.0,4.0,3.0,2.0,2.0,2.0,4
14,3.0,5,10,9,160.0,1000.0,-3.0,7,1482.0,7.8,5.6,88.0,3.0,3.0,2.0,2.0,2.0,0
14,3.0,5,10,9,160.0,1000.0,-3.0,8,1339.0,10.1,9.5,75.0,3.0,3.0,2.0,2.0,2.0,2
14,3.0,5,10,9,160.0,1000.0,-3.0,8,2447.0,6.9,7.3,88.0,3.5,3.0,3.0,3.5,3.0,0
14,3.0,5,10,9,160.0,1000.0,-3.0,8,1786.0,11.9,9.6,88.0,4.0,3.0,2.5,2.5,2.5,0
14,3.0,5,10,9,160.0,1000.0,-3.0,14,1596.0,10.4,9.4,100.0,4.0,3.0,2.0,3.5,3.0,4
14,3.0,5,10,9,160.0,1000.0,-3.0,10,1171.0,3.5,2.9,75.0,1.0,1.0,3.0,3.0,3.0,1
14,3.0,5,10,9,160.0,1000.0,-3.0,16,2469.0,5.7,5.6,100.0,3.0,2.5,4.0,5.0,4.0,0
14,3.0,5,10,9,160.0,1000.0,-3.0,16,1337.0,10.5,7.5,63.0,3.5,2.5,2.5,2.0,2.5,0
14,3.0,5,10,9,160.0,1000.0,-3.0,17,1785.0,4.3,3.2,100.0,1.5,1.0,2.5,3.5,3.0,1
14,3.0,5,10,9,160.0,1000.0,-3.0,19,1598.0,13.6,7.3,38.0,3.0,3.0,2.0,2.5,2.0,2
14,3.0,5,10,9,160.0,1000.0,-3.0,22,2428.0,12.3,8.2,75.0,4.0,3.0,3.0,2.0,2.0,4
14,3.0,5,10,9,160.0,1000.0,-3.0,22,2430.0,9.7,7.1,100.0,4.0,3.0,2.0,2.5,2.5,4
14,3.0,5,10,9,160.0,1000.0,-3.0,22,1787.0,13.0,9.0,88.0,4.0,3.0,3.5,3.0,3.0,4
14,3.0,5,10,9,160.0,1000.0,-3.0,13,1780.0,4.9,2.8,63.0,2.0,3.0,3.0,3.5,3.5,3
14,3.0,5,10,9,160.0,1000.0,-3.0,24,2435.0,6.0,7.0,13.0,3.0,3.0,4.0,4.0,4.0,3
14,3.0,5,10,9,160.0,1000.0,-3.0,21,1524.0,11.8,7.4,88.0,2.5,2.0,2.5,3.0,3.0,2
14,3.0,5,10,9,160.0,1000.0,-3.0,25,1340.0,6.2,5.3,100.0,2.0,2.0,2.5,2.5,3.0,3
14,3.0,5,10,9,160.0,1000.0,-3.0,9,1595.0,1.5,1.8,88.0,1.5,1.0,3.0,4.0,3.0,3
4,1.0,3,8,7,180.0,1080.0,-3.0,3,1111.0,6.0,3.6,38.0,2.5,3.0,3.0,3.0,3.0,3
4,1.0,3,8,7,180.0,1080.0,-3.0,2,2620.0,2.3,3.2,50.0,1.0,1.0,3.0,3.0,3.0,1
4,1.0,3,8,7,180.0,1080.0,-3.0,2,2621.0,3.3,4.3,50.0,3.0,2.5,3.0,3.0,3.0,3
4,1.0,3,8,7,180.0,1080.0,-3.0,7,2426.0,53.9,5.0,100.0,2.5,3.5,3.0,3.0,3.0,3
4,1.0,3,8,7,180.0,1080.0,-3.0,7,1482.0,19.7,12.2,100.0,4.5,4.0,4.0,3.0,2.7,0
4,1.0,3,8,7,180.0,1080.0,-3.0,7,2548.0,22.2,12.8,100.0,5.0,4.0,3.0,3.0,2.0,0
4,1.0,3,8,7,180.0,1080.0,-3.0,8,2552.0,1.8,2.4,13.0,1.0,2.5,3.0,3.0,3.0,1
4,1.0,3,8,7,180.0,1080.0,-3.0,10,2631.0,7.0,5.2,25.0,2.0,3.0,2.5,2.0,3.0,1
4,1.0,3,8,7,180.0,1080.0,-3.0,14,1596.0,12.2,8.7,75.0,3.3,3.5,3.0,4.0,3.5,0
4,1.0,3,8,7,180.0,1080.0,-3.0,14,2634.0,6.6,8.1,50.0,2.8,4.0,3.0,4.0,3.5,2
4,1.0,3,8,7,180.0,1080.0,-3.0,14,2635.0,7.5,3.7,25.0,3.0,3.5,3.0,4.0,3.5,3
4,1.0,3,8,7,180.0,1080.0,-3.0,17,1259.0,9.6,8.0,100.0,3.0,2.0,3.0,3.5,3.0,2
4,1.0,3,8,7,180.0,1080.0,-3.0,17,1785.0,3.5,3.3,75.0,1.8,2.0,2.5,3.0,3.0,3
4,1.0,3,8,7,180.0,1080.0,-3.0,19,2573.0,15.0,8.0,75.0,3.0,4.0,3.0,3.2,2.5,2
4,1.0,3,8,7,180.0,1080.0,-3.0,22,2550.0,11.3,7.1,75.0,2.5,3.0,3.0,4.0,3.0,2
4,1.0,3,8,7,180.0,1080.0,-3.0,21,2575.0,2.7,3.4,50.0,1.0,1.0,2.0,2.0,3.0,1
4,1.0,3,8,7,180.0,1080.0,-3.0,25,1340.0,2.1,3.4,50.0,1.0,1.0,3.0,3.0,3.0,1
4,2.0,3,8,7,180.0,1080.0,-3.0,1,1592.0,7.5,8.1,25.0,2.0,3.0,3.0,4.0,4.0,2
4,2.0,3,8,7,180.0,1080.0,-3.0,1,2560.0,4.4,5.2,50.0,2.5,3.5,3.0,4.5,4.0,2
4,2.0,3,8,7,180.0,1080.0,-3.0,3,1111.0,12.3,6.8,71.0,4.2,3.0,3.0,2.0,2.0,2
4,2.0,3,8,7,180.0,1080.0,-3.0,2,2620.0,3.5,3.4,100.0,2.5,2.0,3.3,3.3,3.3,3
4,2.0,3,8,7,180.0,1080.0,-3.0,2,2621.0,3.1,2.6,75.0,2.5,2.0,3.3,3.3,3.3,3
4,2.0,3,8,7,180.0,1080.0,-3.0,7,2548.0,5.5,4.9,25.0,1.5,3.0,3.0,3.0,3.0,3
4,2.0,3,8,7,180.0,1080.0,-3.0,10,1171.0,7.0,9.0,75.0,2.0,2.0,3.0,3.0,3.0,3
4,2.0,3,8,7,180.0,1080.0,-3.0,14,1596.0,5.7,5.0,75.0,2.7,3.0,3.0,4.0,3.0,3
4,2.0,3,8,7,180.0,1080.0,-3.0,14,2569.0,19.4,15.4,75.0,4.5,3.5,3.5,4.0,3.0,4
4,2.0,3,8,7,180.0,1080.0,-3.0,14,2634.0,11.0,10.0,75.0,3.5,3.0,3.2,4.0,3.0,0
4,2.0,3,8,7,180.0,1080.0,-3.0,14,2635.0,5.9,4.4,75.0,3.0,3.0,3.0,4.0,3.0,2
4,2.0,3,8,7,180.0,1080.0,-3.0,22,2550.0,17.6,14.1,50.0,5.0,3.5,4.0,4.0,3.5,4
4,2.0,3,8,7,180.0,1080.0,-3.0,22,2553.0,6.3,6.4,50.0,3.0,3.0,4.0,4.0,4.0,2
4,2.0,3,8,7,180.0,1080.0,-3.0,22,2574.0,1.2,2.3,25.0,1.0,3.0,3.0,3.0,3.0,1
4,2.0,3,8,7,180.0,1080.0,-3.0,21,2575.0,7.0,5.3,50.0,2.0,3.5,2.0,3.0,3.0,1
4,2.0,3,8,7,180.0,1080.0,-3.0,25,1340.0,2.1,3.8,25.0,1.0,2.0,3.0,3.0,3.0,1
4,3.0,3,8,7,180.0,1080.0,-3.0,1,1592.0,11.8,8.1,75.0,3.0,4.0,3.0,4.0,3.0,4
4,3.0,3,8,7,180.0,1080.0,-3.0,3,1111.0,9.6,6.2,25.0,2.8,3.0,3.0,3.0,2.5,3
4,3.0,3,8,7,180.0,1080.0,-3.0,6,2638.0,0.6,1.8,25.0,1.5,3.0,3.0,3.0,3.0,1
4,3.0,3,8,7,180.0,1080.0,-3.0,10,1171.0,11.6,11.6,2.0,2.0,2.0,4.0,3.0,3.0,3
4,3.0,3,8,7,180.0,1080.0,-3.0,10,2631.0,9.1,7.0,25.0,1.3,1.0,2.0,2.0,3.0,1
4,3.0,3,8,7,180.0,1080.0,-3.0,17,1788.0,15.3,11.8,75.0,3.0,2.0,4.0,4.0,4.0,4
4,3.0,3,8,7,180.0,1080.0,-3.0,17,1259.0,7.6,8.2,25.0,2.0,2.0,4.0,4.0,4.0,2
4,3.0,3,8,7,180.0,1080.0,-3.0,17,2571.0,6.4,8.2,25.0,3.0,2.0,4.0,4.0,4.0,2
4,3.0,3,8,7,180.0,1080.0,-3.0,22,2553.0,19.1,13.5,50.0,5.0,4.0,4.0,4.0,3.0,4
4,3.0,3,8,7,180.0,1080.0,-3.0,22,2574.0,15.3,14.1,25.0,3.0,4.0,4.0,4.0,3.0,4
4,3.0,3,8,7,180.0,1080.0,-3.0,21,2575.0,4.8,4.1,50.0,2.0,1.5,3.0,3.0,3.0,3
4,3.0,3,8,7,180.0,1080.0,-3.0,25,1340.0,7.6,6.1,38.0,2.0,2.0,3.0,3.0,3.0,3
12,1.0,6,6,6,150.0,1250.0,-3.0,1,1592.0,24.2,17.9,38.0,3.5,3.5,3.0,3.3,2.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,1,2560.0,20.2,14.6,63.0,3.0,3.5,3.0,3.7,2.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,4,2562.0,17.4,14.1,63.0,3.5,4.0,3.7,4.0,3.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,5,1252.0,17.4,15.6,50.0,3.5,3.5,2.5,2.5,2.5,2
12,1.0,6,6,6,150.0,1250.0,-3.0,7,2548.0,41.0,16.6,50.0,3.3,3.0,2.0,1.5,1.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,14,1596.0,15.0,9.9,100.0,3.5,4.0,2.7,4.0,2.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,14,2569.0,17.8,11.8,50.0,3.0,3.0,3.0,4.0,2.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,15,2547.0,20.8,10.2,13.0,3.0,3.0,3.0,2.5,3.0,2
12,1.0,6,6,6,150.0,1250.0,-3.0,15,2568.0,24.9,16.7,63.0,3.0,2.5,2.7,3.0,2.0,2
12,1.0,6,6,6,150.0,1250.0,-3.0,16,1522.0,19.1,10.7,38.0,3.5,3.0,2.5,2.5,2.0,0
12,1.0,6,6,6,150.0,1250.0,-3.0,16,2570.0,17.6,12.2,50.0,3.0,2.7,3.0,3.5,2.7,2
12,1.0,6,6,6,150.0,1250.0,-3.0,17,2571.0,19.4,17.3,50.0,2.5,2.0,3.2,4.0,4.0,2
12,1.0,6,6,6,150.0,1250.0,-3.0,19,2573.0,21.7,17.4,88.0,3.0,3.5,3.0,3.3,2.3,0
12,1.0,6,6,6,150.0,1250.0,-3.0,22,2550.0,7.8,3.3,38.0,2.0,2.3,1.5,2.0,2.0,3
12,1.0,6,6,6,150.0,1250.0,-3.0,22,2553.0,25.6,17.4,50.0,3.7,3.0,2.7,3.0,2.0,2
12,1.0,6,6,6,150.0,1250.0,-3.0,21,2575.0,6.9,9.4,50.0,1.5,3.0,2.0,2.0,2.0,1
12,1.0,6,6,6,150.0,1250.0,-3.0,8,2552.0,31.9,20.5,25.0,3.7,3.5,2.5,2.5,1.5,2
12,1.0,6,6,6,150.0,1250.0,-3.0,22,2574.0,15.1,15.5,75.0,3.7,3.0,3.3,3.5,3.5,0
12,1.0,6,6,6,150.0,1250.0,-3.0,14,2634.0,21.7,14.8,38.0,3.0,3.0,3.0,4.0,2.3,0
12,2.0,6,6,6,150.0,1250.0,-3.0,1,1592.0,25.0,19.7,50.0,3.5,3.0,2.7,3.0,2.7,0
12,2.0,6,6,6,150.0,1250.0,-3.0,1,2560.0,17.4,16.1,38.0,3.0,3.0,2.5,3.5,2.5,0
12,2.0,6,6,6,150.0,1250.0,-3.0,4,2562.0,18.8,19.1,75.0,3.0,3.0,3.5,4.0,3.0,4
12,2.0,6,6,6,150.0,1250.0,-3.0,5,1252.0,15.4,11.9,75.0,2.9,2.7,2.5,3.0,2.5,2
12,2.0,6,6,6,150.0,1250.0,-3.0,7,2548.0,22.6,12.6,63.0,3.5,3.0,2.0,2.0,1.5,2
12,2.0,6,6,6,150.0,1250.0,-3.0,14,1596.0,21.4,16.8,75.0,3.0,3.2,3.3,3.5,3.0,0
12,2.0,6,6,6,150.0,1250.0,-3.0,14,2569.0,15.2,15.8,75.0,3.0,3.0,3.1,3.4,3.0,0
12,2.0,6,6,6,150.0,1250.0,-3.0,15,2568.0,20.5,19.3,50.0,3.0,2.2,3.3,3.3,3.0,0
12,2.0,6,6,6,150.0,1250.0,-3.0,16,1522.0,20.8,15.4,25.0,3.5,2.8,3.3,3.2,3.5,0
12,2.0,6,6,6,150.0,1250.0,-3.0,16,2570.0,23.0,19.9,50.0,4.0,2.7,3.5,3.3,3.5,4
12,2.0,6,6,6,150.0,1250.0,-3.0,17,1788.0,17.0,16.5,25.0,3.0,2.7,3.2,3.7,3.2,2
12,2.0,6,6,6,150.0,1250.0,-3.0,17,2571.0,19.7,20.1,50.0,3.0,2.0,3.3,3.7,4.0,0
12,2.0,6,6,6,150.0,1250.0,-3.0,18,2750.0,29.5,14.7,88.0,4.0,4.0,3.0,3.0,1.7,4
12,2.0,6,6,6,150.0,1250.0,-3.0,19,2573.0,23.3,17.7,75.0,3.0,3.0,3.0,3.5,2.5,4
12,2.0,6,6,6,150.0,1250.0,-3.0,22,2550.0,24.6,16.0,13.0,3.0,2.7,4.0,3.3,3.0,2
12,2.0,6,6,6,150.0,1250.0,-3.0,22,2553.0,23.5,21.1,50.0,4.5,3.5,3.3,3.2,2.8,0
12,2.0,6,6,6,150.0,1250.0,-3.0,21,2575.0,3.6,6.0,25.0,1.0,3.0,2.5,2.5,3.0,1
12,2.0,6,6,6,150.0,1250.0,-3.0,8,2552.0,31.7,18.9,63.0,3.8,3.2,3.0,3.0,2.0,0
12,2.0,6,6,6,150.0,1250.0,-3.0,16,2458.0,18.9,10.5,63.0,3.5,3.0,2.0,2.0,1.5,2
12,2.0,6,6,6,150.0,1250.0,-3.0,22,2574.0,24.4,20.3,75.0,4.5,3.5,3.3,3.2,2.8,0
